"DateTime","(mm) Precipitation (CHIRPS) at 4005, 2010-01-01 to 2019-07-17"
"2013-03-27",0.5538
"2013-03-28",0.4078
"2013-03-29",0.0466
"2013-03-30",0.0313
"2013-03-31",0
"2013-04-01",0
"2013-04-02",0.4099
"2013-04-03",0.3431
"2013-04-04",0.0478
"2013-04-05",0.6475
"2013-04-06",0.1245
"2013-04-07",0.198
"2013-04-08",1.8126
"2013-04-09",2.9032
"2013-04-10",0
"2013-04-11",0
"2013-04-12",0.0297
"2013-04-13",0.0583
"2013-04-14",0.1887
"2013-04-15",0.0005
"2013-04-16",0
"2013-04-17",0.0935
"2013-04-18",0
"2013-04-19",0
"2013-04-20",0.0186
"2013-04-21",0.0013
"2013-04-22",0
"2013-04-23",0.0678
"2013-04-24",0
"2013-04-25",0.8908
"2013-04-26",0.3534
"2013-04-27",0
"2013-04-28",0
"2013-04-29",0.0168
"2013-04-30",0.6385
"2013-05-01",0.3061
"2013-05-02",0
"2013-05-03",0
"2013-05-04",0
"2013-05-05",1.4425
"2013-05-06",1.997
"2013-05-07",0.0043
"2013-05-08",0.1504
"2013-05-09",0.1157
"2013-05-10",0.9187
"2013-05-11",1.171
"2013-05-12",0
"2013-05-13",0
"2013-05-14",0.0027
"2013-05-15",0.4511
"2013-05-16",0.0511
"2013-05-17",0.7713
"2013-05-18",0.5508
"2013-05-19",0.008
"2013-05-20",0.0036
"2013-05-21",0
"2013-05-22",0
"2013-05-23",0.0076
"2013-05-24",0.0066
"2013-05-25",0
"2013-05-26",0.2314
"2013-05-27",0.1066
"2013-05-28",0.0467
"2013-05-29",0.1929
"2013-05-30",0
"2013-05-31",0
"2013-06-01",0
"2013-06-02",0.0078
"2013-06-03",0.0102
"2013-06-04",0
"2013-06-05",0.1165
"2013-06-06",0.0652
"2013-06-07",0
"2013-06-08",0.0023
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0
"2013-06-12",0.1883
"2013-06-13",0.1561
"2013-06-14",0.0429
"2013-06-15",0.2132
"2013-06-16",0.3302
"2013-06-17",0
"2013-06-18",0
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0.1379
"2013-06-22",0.0605
"2013-06-23",0.0128
"2013-06-24",1.2364
"2013-06-25",0.4696
"2013-06-26",0
"2013-06-27",0
"2013-06-28",0.0053
"2013-06-29",0.0605
"2013-06-30",0.5433
"2013-07-01",0.2569
"2013-07-02",0.4233
"2013-07-03",0.3068
"2013-07-04",0.4911
"2013-07-05",0.9441
"2013-07-06",3.8546
"2013-07-07",1.9231
"2013-07-08",0.3639
"2013-07-09",0.0477
"2013-07-10",0.3612
"2013-07-11",1.286
"2013-07-12",2.8523
"2013-07-13",0.3789
"2013-07-14",0.5703
"2013-07-15",1.557
"2013-07-16",5.3886
"2013-07-17",0.2834
"2013-07-18",0.6711
"2013-07-19",1.4639
"2013-07-20",2.8189
"2013-07-21",2.0191
"2013-07-22",3.1692
"2013-07-23",1.8768
"2013-07-24",1.9762
"2013-07-25",1.3544
"2013-07-26",3.792
"2013-07-27",2.802
"2013-07-28",1.9882
"2013-07-29",0.0929
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0.2289
"2013-08-02",2.4209
"2013-08-03",4.6077
"2013-08-04",0.1542
"2013-08-05",1.1499
"2013-08-06",1.7881
"2013-08-07",2.1386
"2013-08-08",0.0071
"2013-08-09",0
"2013-08-10",1.2903
"2013-08-11",0.5424
"2013-08-12",0.0155
"2013-08-13",0
"2013-08-14",0
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0.0386
"2013-08-18",2.0563
"2013-08-19",1.1407
"2013-08-20",1.7161
"2013-08-21",2.9864
"2013-08-22",5.1736
"2013-08-23",2.1304
"2013-08-24",2.3263
"2013-08-25",1.8809
"2013-08-26",1.9367
"2013-08-27",4.6273
"2013-08-28",0.814
"2013-08-29",0
"2013-08-30",0.3123
"2013-08-31",7.3464
"2013-09-01",2.837
"2013-09-02",2.3792
"2013-09-03",2.0587
"2013-09-04",0.5451
"2013-09-05",0
"2013-09-06",0
"2013-09-07",0.0522
"2013-09-08",3.7463
"2013-09-09",5.4675
"2013-09-10",12.1253
"2013-09-11",0.0063
"2013-09-12",0
"2013-09-13",1.1708
"2013-09-14",0.6428
"2013-09-15",2.236
"2013-09-16",0.3432
"2013-09-17",0.9877
"2013-09-18",0.9955
"2013-09-19",0
"2013-09-20",0
"2013-09-21",0
"2013-09-22",2.9707
"2013-09-23",0.0059
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",6.3237
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0.007
"2013-10-02",0.6072
"2013-10-03",0.668
"2013-10-04",0.1488
"2013-10-05",0.7253
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0.4251
"2013-10-09",0.6037
"2013-10-10",10.2147
"2013-10-11",0
"2013-10-12",0
"2013-10-13",0.0024
"2013-10-14",0
"2013-10-15",0.0441
"2013-10-16",0.567
"2013-10-17",0
"2013-10-18",0
"2013-10-19",0.0012
"2013-10-20",0
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0.1907
"2013-10-25",2.4398
"2013-10-26",0.0064
"2013-10-27",0
"2013-10-28",0
"2013-10-29",0.0446
"2013-10-30",1.2499
"2013-10-31",0
"2013-11-01",0
"2013-11-02",0
"2013-11-03",0
"2013-11-04",0.3652
"2013-11-05",0.3917
"2013-11-06",0.0036
"2013-11-07",0
"2013-11-08",0
"2013-11-09",0
"2013-11-10",0.196
"2013-11-11",0.0009
"2013-11-12",0
"2013-11-13",0.0179
"2013-11-14",0
"2013-11-15",0.269
"2013-11-16",0.2049
"2013-11-17",0
"2013-11-18",0
"2013-11-19",0.3029
"2013-11-20",4.082
"2013-11-21",1.5365
"2013-11-22",17.9795
"2013-11-23",2.5265
"2013-11-24",0.8403
"2013-11-25",0
"2013-11-26",0
"2013-11-27",0.0051
"2013-11-28",0
"2013-11-29",0
"2013-11-30",0
"2013-12-01",1.9923
"2013-12-02",0
"2013-12-03",0
"2013-12-04",2.2788
"2013-12-05",0.3986
"2013-12-06",0
"2013-12-07",0
"2013-12-08",0.1215
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",0
"2013-12-13",0.403
"2013-12-14",0.042
"2013-12-15",0
"2013-12-16",0
"2013-12-17",0
"2013-12-18",0.0161
"2013-12-19",1.1205
"2013-12-20",1.2057
"2013-12-21",0.0691
"2013-12-22",0
"2013-12-23",0
"2013-12-24",0
"2013-12-25",0
"2013-12-26",0
"2013-12-27",0
"2013-12-28",0.3865
"2013-12-29",2.7087
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",0
"2014-01-04",0
"2014-01-05",0
"2014-01-06",0
"2014-01-07",1.8057
"2014-01-08",0.0361
"2014-01-09",0.083
"2014-01-10",0.0359
"2014-01-11",0
"2014-01-12",1.3674
"2014-01-13",0
"2014-01-14",0
"2014-01-15",0
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0.7757
"2014-01-23",0
"2014-01-24",0.0024
"2014-01-25",0.1939
"2014-01-26",0
"2014-01-27",0.0273
"2014-01-28",0.2211
"2014-01-29",0.0034
"2014-01-30",1.5826
"2014-01-31",3.1735
"2014-02-01",0.0004
"2014-02-02",0
"2014-02-03",0.007
"2014-02-04",0.0263
"2014-02-05",0.007
"2014-02-06",0.0874
"2014-02-07",0.1094
"2014-02-08",1.6909
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0.1425
"2014-02-12",0.1031
"2014-02-13",0.0033
"2014-02-14",0.035
"2014-02-15",2.9877
"2014-02-16",2.8169
"2014-02-17",0.126
"2014-02-18",0.1783
"2014-02-19",0.879
"2014-02-20",0.0384
"2014-02-21",0
"2014-02-22",0
"2014-02-23",0.004
"2014-02-24",0
"2014-02-25",0.0005
"2014-02-26",0
"2014-02-27",0.1182
"2014-02-28",0.1497
"2014-03-01",8.3137
"2014-03-02",3.1687
"2014-03-03",0.029
"2014-03-04",1.3204
"2014-03-05",0.0091
"2014-03-06",0.0071
"2014-03-07",0.989
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0.0203
"2014-03-12",0
"2014-03-13",0.0006
"2014-03-14",0.0002
"2014-03-15",0.0064
"2014-03-16",0
"2014-03-17",0.0625
"2014-03-18",0
"2014-03-19",0
"2014-03-20",0
"2014-03-21",0.0715
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0.0272
"2014-03-25",0.0699
"2014-03-26",0.4905
"2014-03-27",0.0602
"2014-03-28",0.0923
"2014-03-29",0.0331
"2014-03-30",2.5557
"2014-03-31",0
"2014-04-01",0.0105
"2014-04-02",0
"2014-04-03",0.3145
"2014-04-04",0
"2014-04-05",0.9038
"2014-04-06",0.0151
"2014-04-07",0
"2014-04-08",0
"2014-04-09",0.0342
"2014-04-10",0.1323
"2014-04-11",0.2191
"2014-04-12",0.2512
"2014-04-13",0.1497
"2014-04-14",0.0125
"2014-04-15",0.1207
"2014-04-16",1.3116
"2014-04-17",0.1144
"2014-04-18",0.9026
"2014-04-19",1.7805
"2014-04-20",0.3264
"2014-04-21",0.1133
"2014-04-22",0.1932
"2014-04-23",1.2898
"2014-04-24",0
"2014-04-25",0.0591
"2014-04-26",1.4593
"2014-04-27",0.0128
"2014-04-28",0
"2014-04-29",0
"2014-04-30",0
"2014-05-01",0.0042
"2014-05-02",0
"2014-05-03",0
"2014-05-04",0.2796
"2014-05-05",0.3065
"2014-05-06",1.3867
"2014-05-07",0.4645
"2014-05-08",0.0257
"2014-05-09",0.0354
"2014-05-10",0
"2014-05-11",0
"2014-05-12",0
"2014-05-13",0
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0.0114
"2014-05-17",0.7486
"2014-05-18",1.6598
"2014-05-19",0.146
"2014-05-20",0.0007
"2014-05-21",0.0014
"2014-05-22",0.0099
"2014-05-23",2.8658
"2014-05-24",1.2873
"2014-05-25",2.3944
"2014-05-26",0.1994
"2014-05-27",0
"2014-05-28",0
"2014-05-29",0.765
"2014-05-30",0.1268
"2014-05-31",0
"2014-06-01",0.0081
"2014-06-02",0
"2014-06-03",0.4279
"2014-06-04",0.0618
"2014-06-05",0.1223
"2014-06-06",0.0013
"2014-06-07",0.0083
"2014-06-08",0.0049
"2014-06-09",0
"2014-06-10",0
"2014-06-11",0.0006
"2014-06-12",0
"2014-06-13",0.0059
"2014-06-14",0
"2014-06-15",0.0199
"2014-06-16",0.3307
"2014-06-17",0.0567
"2014-06-18",0.0013
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0.3468
"2014-06-22",0.2126
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0
"2014-06-26",0.9058
"2014-06-27",2.2159
"2014-06-28",0.003
"2014-06-29",0
"2014-06-30",0
"2014-07-01",0.0581
"2014-07-02",0.2346
"2014-07-03",0.004
"2014-07-04",0.1251
"2014-07-05",1.3139
"2014-07-06",0.4934
"2014-07-07",0.5856
"2014-07-08",1.4021
"2014-07-09",2.5951
"2014-07-10",0.2574
"2014-07-11",0.6128
"2014-07-12",0.8161
"2014-07-13",0.9413
"2014-07-14",5.0594
"2014-07-15",4.869
"2014-07-16",2.7082
"2014-07-17",0.5039
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0.1028
"2014-07-22",0
"2014-07-23",0.0035
"2014-07-24",0.4376
"2014-07-25",0.7467
"2014-07-26",0.2999
"2014-07-27",1.0024
"2014-07-28",4.2979
"2014-07-29",1.2301
"2014-07-30",0.0575
"2014-07-31",1.6219
"2014-08-01",1.2042
"2014-08-02",0.7045
"2014-08-03",2.2334
"2014-08-04",1.9593
"2014-08-05",0.2991
"2014-08-06",0
"2014-08-07",0
"2014-08-08",0
"2014-08-09",0
"2014-08-10",0.0014
"2014-08-11",0.1148
"2014-08-12",2.0481
"2014-08-13",10.7378
"2014-08-14",3.4027
"2014-08-15",1.5825
"2014-08-16",0.6764
"2014-08-17",0.0352
"2014-08-18",0.6757
"2014-08-19",4.0193
"2014-08-20",0.062
"2014-08-21",0.0189
"2014-08-22",1.4409
"2014-08-23",0
"2014-08-24",0
"2014-08-25",0.0214
"2014-08-26",1.761
"2014-08-27",3.0988
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0
"2014-08-31",0.0008
"2014-09-01",0
"2014-09-02",0
"2014-09-03",0
"2014-09-04",1.7068
"2014-09-05",0.3028
"2014-09-06",0
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0.9244
"2014-09-10",0
"2014-09-11",0
"2014-09-12",0.2067
"2014-09-13",0
"2014-09-14",0.0797
"2014-09-15",0.2523
"2014-09-16",0.7348
"2014-09-17",0.427
"2014-09-18",0
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0.1793
"2014-09-22",2.2293
"2014-09-23",0
"2014-09-24",0
"2014-09-25",0
"2014-09-26",0
"2014-09-27",3.5103
"2014-09-28",24.8143
"2014-09-29",0
"2014-09-30",0
"2014-10-01",0.0009
"2014-10-02",0.0808
"2014-10-03",0
"2014-10-04",0
"2014-10-05",0
"2014-10-06",0
"2014-10-07",0.0023
"2014-10-08",0.0213
"2014-10-09",0.059
"2014-10-10",0
"2014-10-11",0.2302
"2014-10-12",0
"2014-10-13",0.0029
"2014-10-14",0
"2014-10-15",0.0522
"2014-10-16",0.3306
"2014-10-17",6.3622
"2014-10-18",2.6952
"2014-10-19",1.1059
"2014-10-20",0
"2014-10-21",0.0083
"2014-10-22",0.2984
"2014-10-23",0
"2014-10-24",0.0073
"2014-10-25",0
"2014-10-26",0.1909
"2014-10-27",1.3561
"2014-10-28",0.0545
"2014-10-29",0
"2014-10-30",0
"2014-10-31",0.2497
"2014-11-01",0.6859
"2014-11-02",0.8009
"2014-11-03",0
"2014-11-04",0
"2014-11-05",0
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0.0149
"2014-11-09",0
"2014-11-10",0.008
"2014-11-11",0
"2014-11-12",2.6476
"2014-11-13",0.1315
"2014-11-14",0.8068
"2014-11-15",0.0529
"2014-11-16",0.3827
"2014-11-17",0
"2014-11-18",0
"2014-11-19",0.0197
"2014-11-20",0
"2014-11-21",1.1345
"2014-11-22",0.1237
"2014-11-23",0.7835
"2014-11-24",0
"2014-11-25",0
"2014-11-26",0.0497
"2014-11-27",0.0128
"2014-11-28",0.0826
"2014-11-29",0
"2014-11-30",1.9046
"2014-12-01",0.0013
"2014-12-02",2.0753
"2014-12-03",1.9394
"2014-12-04",8.0358
"2014-12-05",0
"2014-12-06",5.7741
"2014-12-07",0.2225
"2014-12-08",0
"2014-12-09",0.0095
"2014-12-10",0
"2014-12-11",0.1054
"2014-12-12",0.3441
"2014-12-13",4.288
"2014-12-14",0.3153
"2014-12-15",0
"2014-12-16",0.4315
"2014-12-17",0.9635
"2014-12-18",0.5449
"2014-12-19",0.0976
"2014-12-20",0.7716
"2014-12-21",2.1917
"2014-12-22",0.7389
"2014-12-23",0
"2014-12-24",0.0136
"2014-12-25",2.1576
"2014-12-26",0
"2014-12-27",0
"2014-12-28",0.0027
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0.7342
"2015-01-02",0
"2015-01-03",0.0009
"2015-01-04",0.0916
"2015-01-05",0.0414
"2015-01-06",0.0197
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0.5188
"2015-01-13",2.3384
"2015-01-14",0.1544
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0.004
"2015-01-18",0.0057
"2015-01-19",0.0196
"2015-01-20",0
"2015-01-21",3.755
"2015-01-22",0.0325
"2015-01-23",0
"2015-01-24",0
"2015-01-25",0
"2015-01-26",0.0008
"2015-01-27",0.164
"2015-01-28",0
"2015-01-29",2.1119
"2015-01-30",16.9484
"2015-01-31",3.5275
"2015-02-01",1.4342
"2015-02-02",0
"2015-02-03",0.6859
"2015-02-04",0.9825
"2015-02-05",6.1934
"2015-02-06",0.0001
"2015-02-07",0
"2015-02-08",0.004
"2015-02-09",0
"2015-02-10",0.2564
"2015-02-11",0.1947
"2015-02-12",0
"2015-02-13",0.0021
"2015-02-14",0
"2015-02-15",0.0012
"2015-02-16",0.1135
"2015-02-17",0.0016
"2015-02-18",0
"2015-02-19",0.0058
"2015-02-20",0
"2015-02-21",0.0125
"2015-02-22",0.3404
"2015-02-23",3.9216
"2015-02-24",0.0885
"2015-02-25",0.8093
"2015-02-26",0.5763
"2015-02-27",1.5884
"2015-02-28",1.7691
"2015-03-01",2.8966
"2015-03-02",0.0802
"2015-03-03",0.1893
"2015-03-04",0
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0.0031
"2015-03-09",0.2414
"2015-03-10",0
"2015-03-11",0.1877
"2015-03-12",3.7662
"2015-03-13",0.3068
"2015-03-14",0
"2015-03-15",0.0009
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0.1247
"2015-03-19",0.7638
"2015-03-20",1.438
"2015-03-21",0.4731
"2015-03-22",0.0633
"2015-03-23",0.9369
"2015-03-24",0.2338
"2015-03-25",0.5459
"2015-03-26",0.0726
"2015-03-27",0
"2015-03-28",0
"2015-03-29",0
"2015-03-30",0.0366
"2015-03-31",0.6064
"2015-04-01",0.3594
"2015-04-02",0
"2015-04-03",0
"2015-04-04",0.0177
"2015-04-05",0.1745
"2015-04-06",0.0263
"2015-04-07",0.142
"2015-04-08",0.0822
"2015-04-09",0
"2015-04-10",0.0005
"2015-04-11",0.448
"2015-04-12",0.5828
"2015-04-13",0.0734
"2015-04-14",0.0147
"2015-04-15",0.1369
"2015-04-16",0.1015
"2015-04-17",0.1371
"2015-04-18",0.0188
"2015-04-19",0.0216
"2015-04-20",0.0012
"2015-04-21",0.0008
"2015-04-22",0.9325
"2015-04-23",0.0081
"2015-04-24",0.0874
"2015-04-25",0.4858
"2015-04-26",7.1486
"2015-04-27",0.1484
"2015-04-28",0.0034
"2015-04-29",0
"2015-04-30",0
"2015-05-01",0.0286
"2015-05-02",2.5384
"2015-05-03",0.4625
"2015-05-04",1.4515
"2015-05-05",0.9104
"2015-05-06",0.4611
"2015-05-07",0.0975
"2015-05-08",0.231
"2015-05-09",0.656
"2015-05-10",0
"2015-05-11",0.0007
"2015-05-12",0.6016
"2015-05-13",2.3458
"2015-05-14",3.7934
"2015-05-15",1.1351
"2015-05-16",3.746
"2015-05-17",0
"2015-05-18",0.2645
"2015-05-19",3.5578
"2015-05-20",0.1307
"2015-05-21",2.9854
"2015-05-22",0.7085
"2015-05-23",0.0285
"2015-05-24",2.8562
"2015-05-25",0.8986
"2015-05-26",0.3254
"2015-05-27",0.4159
"2015-05-28",0.082
"2015-05-29",0
"2015-05-30",0
"2015-05-31",0
"2015-06-01",0
"2015-06-02",0.0543
"2015-06-03",0
"2015-06-04",0.1764
"2015-06-05",6.0655
"2015-06-06",0.711
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0.0008
"2015-06-11",0
"2015-06-12",0
"2015-06-13",0.9344
"2015-06-14",0.9759
"2015-06-15",0
"2015-06-16",0.5143
"2015-06-17",0.0082
"2015-06-18",0
"2015-06-19",0
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0.43
"2015-06-24",0.7606
"2015-06-25",0.47
"2015-06-26",0.0004
"2015-06-27",0.0654
"2015-06-28",0.6698
"2015-06-29",0.5397
"2015-06-30",3.5495
"2015-07-01",0.8242
"2015-07-02",5.846
"2015-07-03",1.9075
"2015-07-04",2.4568
"2015-07-05",2.1296
"2015-07-06",1.5149
"2015-07-07",0.5492
"2015-07-08",3.1386
"2015-07-09",5.866
"2015-07-10",0.1547
"2015-07-11",0.0687
"2015-07-12",1.4691
"2015-07-13",3.1111
"2015-07-14",3.5286
"2015-07-15",1.9931
"2015-07-16",0.473
"2015-07-17",0.219
"2015-07-18",0.5073
"2015-07-19",4.2001
"2015-07-20",0.178
"2015-07-21",0.0027
"2015-07-22",0
"2015-07-23",0
"2015-07-24",0
"2015-07-25",0.0312
"2015-07-26",0
"2015-07-27",0.2055
"2015-07-28",0
"2015-07-29",0.0086
"2015-07-30",1.0315
"2015-07-31",2.5495
"2015-08-01",5.2993
"2015-08-02",1.6439
"2015-08-03",0.7833
"2015-08-04",0.0043
"2015-08-05",0.0002
"2015-08-06",0.0016
"2015-08-07",2.3963
"2015-08-08",3.965
"2015-08-09",0.0972
"2015-08-10",0.0012
"2015-08-11",2.0303
"2015-08-12",6.9043
"2015-08-13",0.4534
"2015-08-14",0
"2015-08-15",0.4089
"2015-08-16",0.3476
"2015-08-17",0.0029
"2015-08-18",0
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0.0097
"2015-08-24",0.1925
"2015-08-25",0.8914
"2015-08-26",5.5633
"2015-08-27",4.2839
"2015-08-28",0.4285
"2015-08-29",0.0012
"2015-08-30",1.7469
"2015-08-31",7.8392
"2015-09-01",4.8445
"2015-09-02",2.6996
"2015-09-03",2.4209
"2015-09-04",3.1717
"2015-09-05",0.4385
"2015-09-06",0.1682
"2015-09-07",1.292
"2015-09-08",1.1803
"2015-09-09",0.0134
"2015-09-10",0
"2015-09-11",0
"2015-09-12",0
"2015-09-13",0.2383
"2015-09-14",2.9491
"2015-09-15",0.2333
"2015-09-16",0.5171
"2015-09-17",0.0072
"2015-09-18",0.0306
"2015-09-19",0.0534
"2015-09-20",0.1067
"2015-09-21",0.2647
"2015-09-22",1.2247
"2015-09-23",0
"2015-09-24",0
"2015-09-25",0
"2015-09-26",0
"2015-09-27",0
"2015-09-28",0.1412
"2015-09-29",0.207
"2015-09-30",0.2436
"2015-10-01",0
"2015-10-02",0.122
"2015-10-03",0
"2015-10-04",0
"2015-10-05",5.7573
"2015-10-06",3.4133
"2015-10-07",3.8497
"2015-10-08",0.0833
"2015-10-09",0
"2015-10-10",0
"2015-10-11",0
"2015-10-12",0
"2015-10-13",0
"2015-10-14",0
"2015-10-15",0
"2015-10-16",0.8602
"2015-10-17",0.979
"2015-10-18",2.0316
"2015-10-19",10.5369
"2015-10-20",9.3469
"2015-10-21",1.4519
"2015-10-22",1.8283
"2015-10-23",0
"2015-10-24",0
"2015-10-25",1.0099
"2015-10-26",3.4398
"2015-10-27",0.1649
"2015-10-28",0.106
"2015-10-29",0.0635
"2015-10-30",0.012
"2015-10-31",0
"2015-11-01",0
"2015-11-02",0
"2015-11-03",0
"2015-11-04",0.6018
"2015-11-05",0.0703
"2015-11-06",0.0006
"2015-11-07",0
"2015-11-08",0.0428
"2015-11-09",0
"2015-11-10",2.3449
"2015-11-11",0.8881
"2015-11-12",0
"2015-11-13",0
"2015-11-14",0
"2015-11-15",0.7311
"2015-11-16",3.9521
"2015-11-17",2.9844
"2015-11-18",0
"2015-11-19",0
"2015-11-20",0
"2015-11-21",0.0336
"2015-11-22",0.0812
"2015-11-23",0.2345
"2015-11-24",0
"2015-11-25",2.2826
"2015-11-26",0.3626
"2015-11-27",0
"2015-11-28",0
"2015-11-29",0.0019
"2015-11-30",0
"2015-12-01",0
"2015-12-02",0
"2015-12-03",0
"2015-12-04",0.4199
"2015-12-05",0.2234
"2015-12-06",0.0696
"2015-12-07",0.3292
"2015-12-08",1.5039
"2015-12-09",0.3352
"2015-12-10",0.268
"2015-12-11",4.3652
"2015-12-12",3.417
"2015-12-13",0
"2015-12-14",0.0233
"2015-12-15",0.0018
"2015-12-16",0.0002
"2015-12-17",0
"2015-12-18",0
"2015-12-19",0.1864
"2015-12-20",1.0681
"2015-12-21",0.3744
"2015-12-22",6.2778
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",0
"2015-12-28",0
"2015-12-29",0
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",2.249
"2016-01-05",0.4341
"2016-01-06",3.649
"2016-01-07",3.5842
"2016-01-08",4.1389
"2016-01-09",0.07
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0.0894
"2016-01-15",3.1364
"2016-01-16",0.0275
"2016-01-17",0.1062
"2016-01-18",0.2331
"2016-01-19",0.7701
"2016-01-20",1.9581
"2016-01-21",0
"2016-01-22",0.0106
"2016-01-23",0.3902
"2016-01-24",1.2237
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0.0219
"2016-01-29",0.0457
"2016-01-30",1.3421
"2016-01-31",0.2727
"2016-02-01",3.314
"2016-02-02",0.0572
"2016-02-03",0
"2016-02-04",0.0043
"2016-02-05",0
"2016-02-06",0.0066
"2016-02-07",0
"2016-02-08",0.0012
"2016-02-09",0.0383
"2016-02-10",0.1125
"2016-02-11",0.3031
"2016-02-12",0.0345
"2016-02-13",0.0024
"2016-02-14",2.7754
"2016-02-15",0.1481
"2016-02-16",0.0174
"2016-02-17",0.0241
"2016-02-18",0.1658
"2016-02-19",0.0896
"2016-02-20",0.0088
"2016-02-21",0
"2016-02-22",0.0153
"2016-02-23",0.0159
"2016-02-24",0.0009
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0.0484
"2016-02-28",0.0046
"2016-02-29",0.0055
"2016-03-01",0.131
"2016-03-02",0.087
"2016-03-03",0.0035
"2016-03-04",0.6371
"2016-03-05",0.4248
"2016-03-06",1.9674
"2016-03-07",0.001
"2016-03-08",0.0908
"2016-03-09",0.0164
"2016-03-10",0
"2016-03-11",0.4522
"2016-03-12",1.3312
"2016-03-13",0.0015
"2016-03-14",0.0985
"2016-03-15",0.3837
"2016-03-16",0.0549
"2016-03-17",0.0013
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0.0005
"2016-03-21",0.087
"2016-03-22",1.6844
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0.0079
"2016-03-28",1.5217
"2016-03-29",1.2677
"2016-03-30",0
"2016-03-31",0
"2016-04-01",0.0018
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0.0127
"2016-04-05",0.0018
"2016-04-06",0.0408
"2016-04-07",0.5567
"2016-04-08",2.458
"2016-04-09",0.1166
"2016-04-10",1.3152
"2016-04-11",0.8927
"2016-04-12",1.5777
"2016-04-13",0.6161
"2016-04-14",0.5897
"2016-04-15",1.63
"2016-04-16",0.9722
"2016-04-17",0.0044
"2016-04-18",0
"2016-04-19",0
"2016-04-20",0
"2016-04-21",0
"2016-04-22",0.0109
"2016-04-23",4.459
"2016-04-24",0
"2016-04-25",0.012
"2016-04-26",0.0533
"2016-04-27",0
"2016-04-28",0.4972
"2016-04-29",0.7893
"2016-04-30",2.2093
"2016-05-01",9.2325
"2016-05-02",0.0599
"2016-05-03",0
"2016-05-04",0
"2016-05-05",0.1049
"2016-05-06",0.8313
"2016-05-07",0.0008
"2016-05-08",0.0035
"2016-05-09",0.0083
"2016-05-10",0
"2016-05-11",0.0263
"2016-05-12",0
"2016-05-13",0
"2016-05-14",0.0207
"2016-05-15",1.2532
"2016-05-16",0.3101
"2016-05-17",3.4724
"2016-05-18",3.8892
"2016-05-19",0.2952
"2016-05-20",0.1996
"2016-05-21",0.003
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0.0232
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0.0009
"2016-05-31",0.0477
"2016-06-01",0.2667
"2016-06-02",0.0072
"2016-06-03",0.0059
"2016-06-04",0
"2016-06-05",0.0013
"2016-06-06",0
"2016-06-07",0.0063
"2016-06-08",0.0192
"2016-06-09",0.3531
