date,Mount Powell,Defiance Plateau,Black Mesa,Navajo Mountain,Carrizo,Chuska,Navajo_Nation,All_Mountains
2015-11-01,11.14,11.73,11.54,11.88,12.02,10.73,15.31,12.02
2015-12-01,6.1,6.43,6.63,6.3,6.02,5.39,10.06,6.63
2016-01-01,5.03,5.85,6.21,5.71,4.39,5.47,10.24,6.21
2016-02-01,11.13,12.33,12.24,12.1,11.19,11.46,17.47,12.33
2016-03-01,15.07,15.46,16.49,17.92,15.96,14.46,21.8,17.92
2016-04-01,15.96,16.24,18.55,20.08,17.62,16.09,23.67,20.08
2016-05-01,19.618,20.328,22.74,23.739,22.433,20.19,27.143,23.739
2016-06-01,29.689,30.974,33.81,35.068,32.828,30.708,38.22,35.068
2016-07-01,30.745,30.88,33.454,35.419,33.287,30.64,39.157,35.419
2016-08-01,25.715,26.205,29.246,31.84,29.005,26.376,35.175,31.84
2016-09-01,25.688,24.9,26.788,28.048,26.972,24.663,30.65,28.048
2016-10-01,21.364,21.66,23.067,23.309,22.498,20.898,26.228,23.309
2016-11-01,12.475,13.576,14.461,15.335,14.782,13.343,17.923,15.335
2016-12-01,7.591,8.524,8.927,8.243,7.625,7.401,11.537,8.927
2017-01-01,5.06,5.112,6.626,5.88,5.795,5.132,9.755,6.626
2017-02-01,9.971,10.444,11.979,12.307,12.664,10.926,16.688,12.664
2017-03-01,15.991,15.794,17.981,19.044,17.939,16.098,22.11,19.044
2017-04-01,16.984,17.834,19.047,20.525,19.31,16.744,24.063,20.525
2017-05-01,20.347,21.327,23.574,25.317,22.764,20.654,28.825,25.317
2017-06-01,29.956,30.768,33.391,34.675,32.477,30.321,37.645,34.675
2017-07-01,29.49,30.097,33.083,35.055,32.871,29.957,38.915,35.055
2017-08-01,27.713,28.346,31.2,33.482,31.125,28.324,36.839,33.482
2017-09-01,25.48,25.815,27.216,28.721,27.62,25.061,31.278,28.721
2017-10-01,20.849,21.704,22.912,22.956,22.313,20.901,26.711,22.956
2017-11-01,16.568,17.993,17.312,17.26,17.803,16.807,21.317,17.993
2017-12-01,10.338,11.942,11.728,10.528,10.939,10.668,14.523,11.942
2018-01-01,9.65,10.886,10.914,9.685,10.149,9.966,14.354,10.914
2018-02-01,9.958,10.581,11.159,11.784,11.7,10.052,15.72,11.784
2018-03-01,12.448,12.978,14.827,15.463,14.673,12.884,18.91,15.463
2018-04-01,19.101,20.173,22.714,23.685,21.97,19.8,27.282,23.685
2018-05-01,23.876,24.522,26.756,27.572,26.628,24.333,30.924,27.572
2018-06-01,29.634,30.793,33.15,34.48,32.92,30.688,37.732,34.48
2018-07-01,28.45,30.628,33.863,34.092,33.935,30.796,39.53,34.092
2018-08-01,27.373,29.163,32.88,34.937,31.977,29.514,37.618,34.937
2018-09-01,24.325,26.411,29.165,29.947,29.031,26.439,34.548,29.947
2018-10-01,15.241,15.487,17.498,17.924,16.984,15.393,20.409,17.924
2018-11-01,10.871,11.844,11.627,12.512,10.449,10.767,15.25,12.512
2018-12-01,5.973,7.143,7.82,7.131,5.858,6.152,11.033,7.82
2019-01-01,4.735,5.43,4.881,5.395,3.984,5.074,8.839,5.43
2019-02-01,5.436,5.294,5.906,6.296,4.575,5.096,10.428,6.296
2019-03-01,12.016,12.214,13.661,14.648,12.195,11.514,18.793,14.648
2019-04-01,16.75,17.085,20.097,21.698,18.587,17.022,25.137,21.698
2019-05-01,17.735,17.161,19.314,20.473,18.667,17.027,24.425,20.473
