date,Mount Powell,Defiance Plateau,Black Mesa,Navajo Mountain,Carrizo,Chuska,Navajo_Nation,All_Mountains
1991-09-01,0.732,0.515,0.214,-0.049,-0.064,0.164,0.268,0.252
1991-10-01,2.472,2.04,1.429,1.359,1.561,1.634,1.63,1.671
1991-11-01,-0.8,-0.455,-1.194,-0.982,-1.483,-1.113,-0.915,-1
1991-12-01,-0.754,-1.402,-1.565,-0.684,-1.08,-1.628,-1.208,-1.479
1992-01-01,-2.958,-3.5,-3.19,-1.978,-1.755,-3.428,-2.96,-3.209
1992-02-01,0.037,0.248,-0.162,0.189,0.575,0.227,0.469,0.134
1992-03-01,0.306,0.575,0.047,-0.288,0.659,0.593,0.447,0.401
1992-04-01,2.483,2.608,2.83,2.796,2.714,2.557,2.591,2.669
1992-05-01,0.173,0.283,-0.138,-0.026,0.14,0.091,0.199,0.069
1992-06-01,-1.085,-1.102,-1.31,-1.37,-1.522,-1.478,-1.236,-1.33
1992-07-01,-1.044,-1.475,-1.93,-1.962,-1.987,-1.808,-1.692,-1.769
1992-08-01,-0.082,-0.692,-0.756,-0.576,-0.652,-0.738,-0.641,-0.712
1992-09-01,0.352,0.508,0.261,-0.11,-0.033,0.144,0.025,0.253
1992-10-01,1.773,2.129,2.022,1.898,1.785,1.91,1.804,1.985
1992-11-01,-3.797,-3.077,-2.804,-2.675,-3.089,-3.524,-2.808,-3.148
1992-12-01,-2.828,-3.017,-3.351,-2.702,-2.915,-3.034,-3.39,-3.109
1993-01-01,0.878,1.317,0.376,-0.762,0.878,1.381,1.459,0.964
1993-02-01,-0.269,0.422,-0.417,-1.479,-0.367,0.021,0.31,-0.083
1993-03-01,-0.366,0.625,0.621,0.499,0.468,0.27,0.483,0.473
1993-04-01,-0.207,0.422,0.311,-0.02,-0.244,0.023,0.185,0.183
1993-05-01,-0.362,0.025,0.05,0.032,-0.372,0.044,0.007,0.003
1993-06-01,-1.137,-0.738,-1.088,-1.508,-1.169,-0.942,-1.046,-0.97
1993-07-01,-0.502,-0.782,-0.913,-1.159,-0.965,-0.746,-0.908,-0.827
