"waterYear","mean_pdsi"
2004,-0.9147
2005,1.39697222222222
2006,-2.72206111111111
2007,0.815688888888889
2008,0.246505555555556
2009,-1.62621111111111
2010,0.364255555555556
2011,-1.24977222222222
2012,-0.638905555555556
2013,-2.3915
2014,-0.667433333333333
2015,0.0175611111111111
2016,1.46328333333333
2017,1.34915
2018,-2.62669444444444
2019,-1.19152222222222
