"waterYear","mean_pdsi"
2004,-2.09466111111111
2005,2.53396666666667
2006,-2.55671666666667
2007,-0.557055555555556
2008,0.834566666666667
2009,-1.52867222222222
2010,-0.656061111111111
2011,-1.62293333333333
2012,-1.33796666666667
2013,-2.01689444444444
2014,-0.732388888888889
2015,-0.432822222222222
2016,1.81366111111111
2017,0.595577777777778
2018,-3.51939444444444
2019,-0.189033333333333
