"waterYear","mean_pdsi"
2004,-1.70615555555556
2005,2.11497222222222
2006,-2.5093
2007,-0.284111111111111
2008,0.722438888888889
2009,-1.59012222222222
2010,0.0208722222222222
2011,-0.5216
2012,-0.8492
2013,-1.83290555555556
2014,-0.6197
2015,-0.0434166666666666
2016,2.29517777777778
2017,1.95108888888889
2018,-3.22570555555556
2019,-0.695227777777778
