"date","car_total","ch_total","bm_total","dp_total","nm_total","mp_total","mt_range_sum_total"
2013-01-09,13051.4661,181406.2257,52408.5939,42473.9392,465.024,1559.3963,291364.6452
2013-01-10,12768.4689,177372.6552,50759.199,41343.6072,392.2368,1443.9117,284080.0788
2013-01-11,12197.1183,184893.741,45131.5026,38866.7202,259.0752,2016.1372,283364.2945
2013-01-12,12313.497,210660.4917,46877.8293,44352.4802,552.5088,2150.9796,316907.7866
2013-01-13,12228.8826,210396.168,46423.1259,44086.819,508.2816,2126.0393,315769.3164
2013-01-14,12450.0462,209332.4598,46505.3625,43654.8154,487.3056,2080.4707,314510.4602
2013-01-15,12664.9044,217300.6512,46192.5243,43824.5864,445.6128,2110.7856,322539.0647
2013-01-16,12356.7873,214485.1686,45014.6475,43216.6182,366.6336,2078.4456,317518.3008
2013-01-17,12052.0941,211175.8542,44039.6775,42561.092,292.9056,2015.8754,312137.4988
2013-01-18,11882.8653,209016.3708,43276.9401,41962.8566,243.1584,1971.9469,308354.1381
2013-01-19,11808.8955,203215.9086,42686.1648,41424.4558,225.552,2026.0394,301387.0161
2013-01-20,11595.7323,200356.9065,41596.0353,40766.3858,184.9536,1970.6379,296470.6514
2013-01-21,11279.1063,196680.1959,40656.8142,39994.066,151.6992,1891.7052,290653.5868
2013-01-22,10979.0574,193666.8141,39269.1069,39273.0646,105.7152,1826.594,285120.3522
2013-01-23,10513.3392,187577.2908,38114.9685,38198.3644,82.1664,1698.5045,276184.6338
2013-01-24,10135.2864,183884.0886,36746.9019,37284.5872,47.9136,1573.9493,269672.727
2013-01-25,9606.8871,178286.5647,34794.2772,35473.0698,36.384,1141.5712,259338.754
2013-01-26,9633.7698,179588.943,33334.083,34932.3464,32.8704,684.5069,258206.5195
2013-01-27,8890.0038,188140.7538,26353.1565,24269.511,84.6048,170.4703,247908.5002
2013-01-28,5436.0684,194329.6848,13410.3591,24399.6872,98.9664,101.563,237776.3289
2013-01-29,10742.1303,300286.3824,38254.5729,41050.7384,909.2256,1433.6707,392676.7203
2013-01-30,11036.9586,313315.2045,40611.3156,44090.0264,1016.1216,1796.5871,411866.2138
2013-01-31,10653.3123,310636.2357,39492.2196,43574.0774,873.4752,1751.3342,406980.6544
2013-02-01,10193.2554,306906.3855,38325.2229,42869.8872,786.3552,1652.4277,400733.5339
2013-02-02,9556.9185,302493.0501,37342.9053,41883.7776,699.9744,1515.5294,393492.1553
2013-02-03,9082.6914,298317.9267,36461.1933,41061.356,640.3872,1436.3041,386999.8587
2013-02-04,8970.7875,296681.1354,36292.4811,40380.613,615.7632,1333.8094,384274.5896
2013-02-05,8640.771,294432.7806,35876.7765,39910.6736,583.5072,1271.3778,380715.8867
2013-02-06,7466.9496,409537.7352,12393.1404,41761.1222,367.1328,1020.2885,472546.3687
2013-02-07,7196.7666,402394.5819,10165.122,39643.0216,353.568,840.6321,460593.6922
2013-02-08,7017.7746,399301.4907,8922.6711,38838.0748,338.4,784.6454,455203.0566
2013-02-09,6287.4669,379611.4365,3295.2573,33522.1964,316.0608,484.1298,423516.5477
2013-02-10,8556.9702,420823.4868,20907.0306,38620.0822,841.776,616.6699,490366.0157
2013-02-11,13512.3705,480753.9612,30799.8675,50800.0178,1663.9872,647.2543,578177.4585
2013-02-12,14304.783,496731.1149,31972.2336,55260.9582,1655.7024,890.9824,600815.7745
2013-02-13,14092.23,494219.3526,31210.2027,54677.9856,1603.3824,844.8671,596648.0204
2013-02-14,13685.5656,489877.0227,29923.5249,53590.3452,1536.7488,759.1584,589372.3656
2013-02-15,12935.2569,485478.3465,28249.2612,52554.7974,1348.9728,634.6802,581201.315
2013-02-16,12167.8965,480040.2414,25835.9985,51161.5692,1180.368,512.4581,570898.5317
2013-02-17,11180.9319,473887.9584,23882.8086,50000.7116,1022.9184,409.0779,560384.4068
2013-02-18,9747.4365,461190.3426,15641.3448,46561.6046,763.584,295.7339,534200.0464
2013-02-19,9411.6231,455943.2652,13151.4975,45049.7026,693.4752,239.778,524489.3416
2013-02-20,8801.1858,446782.1814,9272.106,42318.9886,605.472,188.958,507968.8918
2013-02-21,9170.2551,457419.2634,12893.4837,49527.0118,878.4096,644.4746,530532.8982
2013-02-22,9110.6928,479435.5494,13744.5336,54314.8858,805.4112,875.4207,558286.4935
2013-02-23,8925.3615,482123.6802,12192.9183,54295.199,734.3424,1101.6236,559373.125
2013-02-24,8793.9651,481102.1172,9605.7153,53085.235,644.448,945.5369,554177.0175
2013-02-25,8655.6531,482687.1432,9356.1795,54241.6686,672.9984,1002.309,556615.9518
2013-02-26,8391.3009,477757.9872,7946.9946,52808.5138,586.6176,888.6031,548380.0172
2013-02-27,9843.7803,663439.2021,1743.5007,61981.2354,416.688,2282.4725,739706.879
2013-02-28,9640.2447,660345.6528,1572.5277,60993.688,387.456,2216.2371,735155.8063
2013-03-01,9295.4139,653629.4487,1335.0024,59044.8054,357.3024,2097.4107,725759.3835
2013-03-02,8783.1849,641170.9611,586.9602,56018.0152,328.8288,1871.1385,708759.0887
2013-03-03,8276.8545,624705.9309,173.5164,50849.456,285.7248,1556.2624,685847.745
2013-03-04,7585.3623,580972.4982,0.8478,33400.647,247.4208,656.8023,622863.5784
2013-03-05,7134.8652,576131.7555,0,25693.3754,261.7824,444.5749,609666.3534
2013-03-06,6937.3638,557475.633,0,21031.4748,245.0208,339.1542,586028.6466
2013-03-07,6167.3253,514268.0991,0,10886.0262,209.1072,99.5918,531630.1496
2013-03-08,5416.5081,472079.8377,0,5146.8816,173.1936,17.1402,482833.5612
2013-03-09,5518.8522,468703.6407,1086.3144,5544.931,659.76,457.4493,481970.9476
2013-03-10,5796.2898,484007.8455,9502.9902,12379.0156,2307.36,641.5409,514635.042
2013-03-11,5443.6959,475809.6879,5400.0621,11222.6926,2032.0416,523.3921,500431.5722
2013-03-12,5283.7557,408506.094,679.3704,5757.0618,1636.8864,238.2457,422101.414
2013-03-13,5107.8486,393818.0337,25.9992,3894.5578,1234.3008,91.3836,404172.1237
2013-03-14,4740.0336,371704.6305,0,1541.5428,891.7344,17.9564,378895.8977
2013-03-15,4088.3739,341163.5616,0,373.7174,507.6096,0,346133.2625
2013-03-16,2847.3966,288989.6364,0,0,216.288,0,292053.321
2013-03-17,2002.2018,245006.5392,0,0,145.2576,0,247153.9986
2013-03-18,1663.1679,216490.7304,0,0,122.9088,0,218276.8071
2013-03-19,2191.7028,261430.3404,0,0,110.9376,4.081,263737.0618
2013-03-20,2076.5784,251067.6603,0,0,116.5248,0,253260.7635
2013-03-21,1868.6697,228329.4087,0,0,100.56,0,230298.6384
2013-03-22,1588.0116,203460.9921,0,0,91.7856,0,205140.7893
2013-03-23,1410.5112,185788.8684,0,0,83.7984,0,187283.178
2013-03-24,1358.5086,177344.253,0,0,80.6112,0,178783.3728
2013-03-25,1300.1667,173332.2132,0,0,79.0176,0,174711.3975
2013-03-26,1009.881,184181.3955,0,0,75.8208,0,185267.0973
2013-03-27,894.7566,175652.0316,0,0,67.8432,0,176614.6314
2013-03-28,748.4442,163842.6717,0,0,62.256,0,164653.3719
2013-03-29,554.9091,147176.0775,0,0,55.872,0,147786.8586
2013-03-30,371.0016,128734.3458,0,0,48.6816,0,129154.029
2013-03-31,163.9065,109503.7659,0,0,38.3136,0,109705.986
2013-04-01,95.937,93139.9758,0,0,34.32,0,93270.2328
2013-04-02,51.189,72274.437,0,0,32.7264,0,72358.3524
2013-04-03,4.8138,35806.4703,0,0,32.7264,0,35844.0105
2013-04-04,0,31343.202,0,0,31.1232,0,31374.3252
2013-04-05,0,25168.9302,0,0,27.1392,0,25196.0694
2013-04-06,0,14555.2113,0,0,18.3552,0,14573.5665
2013-04-07,0,9577.0386,0,0,14.3616,0,9591.4002
2013-04-08,0,6007.5234,0,0,11.9712,0,6019.4946
2013-04-09,114.3447,28158.9489,0,4273.6946,169.9584,0,32716.9466
2013-04-10,915.5034,69757.1775,3163.8483,16652.5996,281.952,588.9345,91360.0153
2013-04-11,539.8914,64870.6248,1280.8845,15069.1394,207.6288,529.5521,82497.721
2013-04-12,63.1557,42573.0654,0,4798.2704,140.4672,25.6102,47600.5689
2013-04-13,45.5616,28810.8252,0,0,107.7504,0,28964.1372
2013-04-14,0,5054.2173,0,0,18.3552,0,5072.5725
2013-04-15,0,2290.0419,0,0,7.9776,0,2298.0195
2013-04-16,0,1124.6355,0,0,0,0,1124.6355
2013-04-17,0,669.7422,0,0,0,0,669.7422
2013-04-18,0,5985.5346,618.0462,1628.9168,418.944,341.88,8993.3216
2013-04-19,0,759.5298,0,279.0438,282.2016,178.9249,1499.7001
2013-04-20,0,643.6305,0,0,86.9952,1.6324,732.2581
2013-04-21,0,590.949,0,0,26.3424,0,617.2914
2013-04-22,0,469.5525,0,0,0.7968,0,470.3493
2013-04-23,0,76.0446,0,0,0,0,76.0446
2013-04-24,0,59.553,0,0,0,0,59.553
2013-04-25,0,40.3128,0,0,0,0,40.3128
2013-04-26,0,0,0,0,0,0,0
2013-04-27,0,0,0,0,0,0,0
2013-04-28,0,0,0,0,0,0,0
2013-04-29,0,0,0,0,0,0,0
2013-04-30,0,0,0,0,0,0,0
2013-11-01,248.1819,2989.1025,181.2879,0,0,0,3418.5723
2013-11-02,80.7498,934.524,0,0,0,0,1015.2738
2013-11-03,0,0,0,0,0,0,0
2013-11-04,0,0,0,0,0,0,0
2013-11-05,0,1103.1048,0,0,0,0,1103.1048
2013-11-06,0,12319.6833,0,1988.588,0,363.594,14671.8653
2013-11-07,0,7259.5107,0,1027.6952,0,278.5475,8565.7534
2013-11-08,0,1563.4953,0,0,0,0,1563.4953
2013-11-09,0,0,0,0,0,0,0
2013-11-10,0,0,0,0,0,0,0
2013-11-11,0,0,0,0,0,0,0
2013-11-12,0,0,0,0,0,0,0
2013-11-13,0,0,0,0,0,0,0
2013-11-14,0,0,0,0,0,0,0
2013-11-15,0,0,0,0,0,0,0
2013-11-16,0,405.8766,0,0,0,0,405.8766
2013-11-17,0,21.5307,0,0,0,0,21.5307
2013-11-18,0,0,0,0,0,0,0
2013-11-19,0,0,0,0,0,0,0
2013-11-20,0,0,0,0,0,0,0
2013-11-21,0,680.7366,0,0,0,74.2819,755.0185
2013-11-22,0,3595.6269,0,0,39.1104,0,3634.7373
2013-11-23,1367.2548,82337.0616,1557.2673,8251.2024,674.9664,327.9584,94515.7109
2013-11-24,2572.5693,121629.6729,6395.3793,13423.0796,954.6432,662.5157,145637.86
2013-11-25,7072.5231,210028.7718,18021.5433,34843.2028,1167.1968,1310.2551,272443.4929
2013-11-26,7295.1105,214491.582,17547.6231,35353.9536,1070.7072,1414.5747,277173.5511
2013-11-27,7062.8955,213539.6502,16464.276,35134.302,986.2272,1419.4719,274606.8228
2013-11-28,1321.6593,104257.6047,919.1565,18051.2472,454.848,837.375,125841.8907
2013-11-29,1268.4702,102110.9481,866.5929,17648.442,425.424,622.3217,122942.1989
2013-11-30,1197.3141,98360.4834,805.9752,17037.93,409.5456,250.0729,118061.3212
2013-12-01,1163.7192,96644.8989,813.1815,16829.449,409.3056,101.5938,115962.148
2013-12-02,1103.5806,95020.4763,818.8335,16852.0114,384.2304,63.4865,114242.6187
2013-12-03,937.2672,87142.9887,221.5584,14905.3408,180.3744,0,103387.5295
2013-12-04,446.8698,52292.115,0.8478,2907.674,89.3856,0,55736.8922
2013-12-05,5330.2326,72962.9613,11529.7974,5254.053,182.9472,294.5173,95554.5088
2013-12-06,5459.256,73612.089,11531.0691,5124.8722,161.1168,311.7884,96200.1915
2013-12-07,5401.1514,86492.4867,10854.2421,4585.6972,84.8352,264.6028,107683.0154
2013-12-08,5270.6703,87236.8992,12911.5701,4477.1986,334.0032,187.8877,110418.2291
2013-12-09,7827.1371,135833.0634,17510.0373,16567.4376,304.5408,543.0964,178585.3126
2013-12-10,7682.2824,134058.8421,17007.0093,16479.953,272.2752,573.2573,176073.6193
2013-12-11,7548.5469,131446.2978,16687.3887,16115.0836,207.2064,537.7449,172542.2683
2013-12-12,7456.7796,129460.4343,16174.611,15528.0188,172.2144,506.198,169298.2561
2013-12-13,7332.7056,126454.8402,16536.339,14610.1494,134.6688,305.1279,165373.8309
2013-12-14,7086.3543,125103.9033,15890.7393,13858.0694,87.3024,268.8532,162295.2219
2013-12-15,6735.9978,120911.3721,14869.2816,12917.9694,41.8752,213.2977,155689.7938
2013-12-16,6342.1476,114978.0609,13704.687,11784.0982,28.7328,140.4018,146978.1283
2013-12-17,5677.2669,105403.7709,12557.331,10257.2652,19.9488,0,133915.5828
2013-12-18,5161.5801,98969.2983,11540.9601,9400.447,15.168,0,125087.4535
2013-12-19,4575.2118,114450.3297,9255.15,8014.8502,10.3776,0,136305.9193
2013-12-20,1899.078,95216.085,1128.8457,4787.7634,7.1808,0,103038.9529
2013-12-21,3182.1252,105177.0114,14045.6439,4884.5384,9.5808,319.1496,127618.0493
2013-12-22,4375.8459,116892.9189,16743.0609,7980.6748,9.5808,598.4363,146600.5176
2013-12-23,4186.9551,114781.0779,16035.4305,7436.6334,6.384,593.4236,143039.9045
2013-12-24,4025.286,112115.8521,15687.8325,6920.1314,4.7904,574.3584,139328.2508
2013-12-25,3597.6714,107785.8909,14380.9488,6005.027,2.3904,375.7677,132147.6962
2013-12-26,3199.4142,102330.8361,12885.0057,5113.591,0,306.6833,123835.5303
2013-12-27,2800.6146,96015.9276,10614.1734,4452.0924,0,189.3969,114072.2049
2013-12-28,2607.7914,93286.5678,9137.0232,4115.2048,0,143.1815,109289.7687
2013-12-29,2324.6247,88783.4448,7981.6131,3662.2978,0,40.3788,102792.3592
2013-12-30,2022.6096,84821.3379,6248.286,3201.6488,0,16.3394,96310.2217
2013-12-31,1734.2223,92735.4735,5463.0819,2783.0278,0,0,102715.8055
2014-01-01,1510.4145,88712.8974,4387.6476,2429.6608,0,0,97040.6203
2014-01-02,1078.4946,81501.0291,1787.3037,1662.5392,0,0,86029.3666
2014-01-03,912.1812,77698.341,1000.9692,1444.2148,0,0,81055.7062
2014-01-04,671.2878,70564.8078,172.6686,777.7392,0,0,72186.5034
2014-01-05,396.4605,62352.9072,38.9988,169.5498,0,0,62957.9163
2014-01-06,249.4023,58492.0404,18.7929,96.775,0,0,58857.0106
2014-01-07,193.23,55428.7257,10.5975,76.6458,0,0,55709.199
2014-01-08,150.516,52643.9358,5.2281,63.8162,0,0,52863.4961
2014-01-09,124.752,50177.9835,1.6956,48.4428,0,0,50352.8739
2014-01-10,77.4615,46269.0162,0,26.6546,0,0,46373.1323
2014-01-11,14.5431,62586.5382,0,4.8664,0,0,62605.9477
2014-01-12,2.5764,59038.5537,0,0,0,0,59041.1301
2014-01-13,0.8136,54425.9448,0,0,0,0,54426.7584
2014-01-14,0,50707.089,0,0,0,0,50707.089
2014-01-15,0,46117.8432,0,0,0,0,46117.8432
2014-01-16,0,42080.1498,0,0,0,0,42080.1498
2014-01-17,0,38028.2553,0,0,0,0,38028.2553
2014-01-18,0,34958.5272,0,0,0,0,34958.5272
2014-01-19,0,32229.1674,0,0,0,0,32229.1674
2014-01-20,0,29894.2317,0,0,0,0,29894.2317
2014-01-21,0,26859.3192,0,0,0,0,26859.3192
2014-01-22,0,36562.7934,0,0,0,0,36562.7934
2014-01-23,0,34053.7797,0,0,0,0,34053.7797
2014-01-24,0,32901.2001,0,0,0,0,32901.2001
2014-01-25,0,31767.4026,0,0,0,0,31767.4026
2014-01-26,0,29248.7688,0,0,0,0,29248.7688
2014-01-27,0,26550.1017,0,0,0,0,26550.1017
2014-01-28,0,24054.3729,0,0,0,0,24054.3729
2014-01-29,0,21512.376,0,0,0,0,21512.376
2014-01-30,0,19508.1885,0,0,0,0,19508.1885
2014-01-31,0,14816.3283,0,0,0,0,14816.3283
2014-02-01,347.3055,32094.486,1015.3818,4049.3978,19.152,193.3778,37719.1009
2014-02-02,1214.0946,34230.6063,3350.6469,4967.599,110.64,469.9233,44343.5101
2014-02-03,1035.6789,31701.8943,2583.9531,4285.5288,68.9472,438.9385,40114.9408
2014-02-04,1539.6702,47161.8531,4094.0262,8011.7534,225.6384,673.8886,61706.8299
2014-02-05,1539.3312,51666.8085,4241.826,8023.6982,204.864,729.1669,66405.6948
2014-02-06,1429.2918,50396.9553,3470.4693,7969.6148,149.8944,1112.727,64528.9526
2014-02-07,1650.1164,60305.6583,4712.6376,10247.2006,240.3744,1216.8002,78372.7875
2014-02-08,4971.6045,80127.6453,8789.5665,13105.3258,567.0048,1350.6339,108911.7808
2014-02-09,3486.9879,69678.8424,3904.2603,10039.162,238.896,562.7237,87910.8723
2014-02-10,1389.0864,40544.1405,9.1845,0,54.2688,0,41996.6802
2014-02-11,914.7576,76566.834,0,0,42.2976,0,77523.8892
2014-02-12,764.4111,73207.5867,0,0,23.9424,0,73995.9402
2014-02-13,566.9097,68377.3803,0,0,3.1968,0,68947.4868
2014-02-14,47.1888,47863.6623,0,0,0,0,47910.8511
2014-02-15,0,25294.9077,0,0,0,0,25294.9077
2014-02-16,0,11590.3881,0,0,0,0,11590.3881
2014-02-17,0,5517.8145,0,0,0,0,5517.8145
2014-02-18,0,4496.7096,0,0,0,0,4496.7096
2014-02-19,0,3758.7105,0,0,0,0,3758.7105
2014-02-20,0,19374.4233,0,0,0,0,19374.4233
2014-02-21,0,17265.789,0,0,0,0,17265.789
2014-02-22,0,15073.7805,0,0,0,0,15073.7805
2014-02-23,0,12758.5431,0,0,0,0,12758.5431
2014-02-24,0,10674.1881,0,0,0,0,10674.1881
2014-02-25,0,8816.1345,0,0,0,0,8816.1345
2014-02-26,0,7384.1139,0,0,0,0,7384.1139
2014-02-27,0,6377.2101,0,0,0,0,6377.2101
2014-02-28,86.3433,7307.1531,0,0,6.384,0,7399.8804
2014-03-01,4.0002,5096.8206,0,0,3.1968,0,5104.0176
2014-03-02,631.5909,77173.8165,1893.5613,9049.7344,30.3264,44.0517,88823.0812
2014-03-03,1346.9487,115222.6863,4427.2116,23367.1256,27.1392,277.5927,144668.7041
2014-03-04,1108.4283,108114.8067,1794.7926,21254.6656,23.1456,120.9978,132416.8366
2014-03-05,807.1929,96349.8825,36.8793,13124.902,15.168,6.4372,110340.4619
2014-03-06,539.7219,80320.9635,3.2499,6847.5778,5.5872,0.2695,87717.3698
2014-03-07,255.0636,57290.4441,0,188.4624,3.1968,0,57737.1669
2014-03-08,267.8778,48543.0246,0,0.7742,6.384,0,48818.0606
2014-03-09,194.3148,45757.7766,0,0,3.9936,0,45956.085
2014-03-10,72.7494,41420.0277,0,0,2.3904,0,41495.1675
2014-03-11,0,22726.341,0,0,0,0,22726.341
2014-03-12,0,17960.7267,0,0,0,0,17960.7267
2014-03-13,0,16906.1805,0,0,0,0,16906.1805
2014-03-14,0,10045.6749,0,0,0,0,10045.6749
2014-03-15,0,18912.2004,0,545.4792,0,110.7876,19568.4672
2014-03-16,0,10409.8644,0,0,0,2.6796,10412.544
2014-03-17,0,7127.1198,0,0,0,0,7127.1198
2014-03-18,0,3289.6161,0,0,0,0,3289.6161
2014-03-19,0,3075.6834,0,0,0,0,3075.6834
2014-03-20,0,1916.2323,0,0,0,0,1916.2323
2014-03-21,0,1537.8417,0,0,0,0,1537.8417
2014-03-22,0,1378.4229,0,0,0,0,1378.4229
2014-03-23,0,1275.8085,0,0,0,0,1275.8085
2014-03-24,0,1171.3617,0,0,0,0,1171.3617
2014-03-25,0,1047.2166,0,0,0,0,1047.2166
2014-03-26,0,169.0389,0,0,0,0,169.0389
2014-03-27,429.8181,26954.1459,81.1062,3367.217,8.784,0,30841.0712
2014-03-28,185.5008,15886.4499,0,246.1956,3.9936,0,16322.1399
2014-03-29,95.937,11369.5839,0,2.4332,1.5936,0,11469.5477
2014-03-30,0,987.2055,0,0,0,0,987.2055
2014-03-31,0,43.0614,0,0,0,0,43.0614
2014-04-01,0,38.0223,0,0,0,0,38.0223
2014-04-02,0,21.5307,0,0,0,0,21.5307
2014-04-03,1641.2685,12994.4646,6866.0496,3018.7164,15.6864,0,24536.1855
2014-04-04,1351.3896,27752.1561,5528.7864,5701.983,92.4864,0,40426.8015
2014-04-05,859.5345,15344.0595,1888.7571,517.4974,13.5648,0,18623.4133
2014-04-06,498.9402,10579.8195,855.5715,55.7424,3.1968,0,11993.2704
2014-04-07,167.9067,5763.8142,88.7364,0,0,0,6020.4573
2014-04-08,0,385.7202,0,0,0,0,385.7202
2014-04-09,0,2.2905,0,0,0,0,2.2905
2014-04-10,0,0,0,0,0,0,0
2014-04-11,0,0,0,0,0,0,0
2014-04-12,0,0,0,0,0,0,0
2014-04-13,0,0,0,0,0,0,0
2014-04-14,0,2568.5667,0,0,0.7968,0,2569.3635
2014-04-15,0,416.4129,0,0,0,0,416.4129
2014-04-16,0,0,0,0,0,0,0
2014-04-17,0,0,0,0,0,0,0
2014-04-18,0,0,0,0,0,0,0
2014-04-19,0,0,0,0,0,0,0
2014-04-20,0,0,0,0,0,0,0
2014-04-21,0,0,0,0,0,0,0
2014-04-22,0,0,0,0,0,0,0
2014-04-23,0,0,0,0,0,0,0
2014-04-24,0,0,0,0,0,0,0
2014-04-25,0,0,0,0,0,0,0
2014-04-26,0,0,0,0,0,0,0
2014-04-27,2249.0277,25747.0524,2270.1258,2708.9258,252.5856,310.7258,33538.4431
2014-04-28,1184.6694,25239.4776,15.6843,0.7742,93.3792,15.6772,26549.6619
2014-04-29,662.0331,17232.3477,0,0,59.0592,0,17953.44
2014-04-30,327.8469,11570.6898,0,0,23.1456,0,11921.6823
2014-11-01,0,0,0,0,0,0,0
2014-11-02,0,0,0,0,0,0,0
2014-11-03,0,0,0,0,11.9712,0,11.9712
2014-11-04,0,0,0,0,10.3776,0,10.3776
2014-11-05,0,0,0,0,4.7904,0,4.7904
2014-11-06,0,0,0,0,0,0,0
2014-11-07,0,0,0,0,0,0,0
2014-11-08,0,0,0,0,0,0,0
2014-11-09,0,0,0,0,0,0,0
2014-11-10,0,0,0,0,0,0,0
2014-11-11,0,0,0,0,0,0,0
2014-11-12,0,0,0,0,0,0,0
2014-11-13,0,0,0,0,0,0,0
2014-11-14,0,0,0,0,0,0,0
2014-11-15,16.0008,47.6424,0,0,0,0,63.6432
2014-11-16,30.3744,1307.8755,0,0,0,0,1338.2499
2014-11-17,1763.6475,27816.7482,3204.684,2798.0694,182.2272,580.1103,36345.4866
2014-11-18,1382.4759,24332.4396,2145.6405,1925.8778,108.4608,536.8825,30431.7771
2014-11-19,964.794,19279.5966,1284.9822,1189.6136,60.1344,450.2883,23229.4091
2014-11-20,499.1097,13568.0058,337.707,589.6086,7.44,294.8946,15296.7657
2014-11-21,220.8585,9915.1164,9.891,294.8596,0,102.4639,10543.1894
2014-11-22,77.5632,8663.1291,0,209.2552,0,74.7901,9024.7376
2014-11-23,0,3729.8502,0,1.659,0,0,3731.5092
2014-11-24,144.1428,4364.7768,8.1954,178.8402,0,0,4695.9552
2014-11-25,0,1821.8637,0,0,0,0,1821.8637
2014-11-26,0,670.2003,0,0,0,0,670.2003
2014-11-27,0,0,0,0,0,0,0
2014-11-28,0,0,0,0,0,0,0
2014-11-29,0,0,0,0,0,0,0
2014-11-30,0,0,0,0,0,0,0
2014-12-01,0,0,0,0,0,0,0
2014-12-02,0,0,0,0,0,0,0
2014-12-03,0,0,0,0,0,0,0
2014-12-04,0,0,0,0,0,0,0
2014-12-05,0,7001.1423,0,0,0,0,7001.1423
2014-12-06,0,7167.8907,0,0,0,0,7167.8907
2014-12-07,0,4598.4078,0,0,0,0,4598.4078
2014-12-08,0,3770.6211,0,0,0,0,3770.6211
2014-12-09,0,2359.215,0,0,0,0,2359.215
2014-12-10,0,1516.311,0,0,0,0,1516.311
2014-12-11,0,1018.8144,0,0,0,0,1018.8144
2014-12-12,0,523.6083,0,0,0,0,523.6083
2014-12-13,0,0,0,0,0,0,0
2014-12-14,323.406,17347.3308,2002.0797,3961.692,351.8592,402.2095,24388.5772
2014-12-15,685.6614,22871.5587,1640.6343,4301.8976,311.136,403.3337,30214.2217
2014-12-16,567.0114,20549.9079,1411.587,3888.9172,274.9152,381.9277,27074.2664
2014-12-17,103.1577,15640.9083,609.2856,2843.1942,199.9872,318.318,19714.851
2014-12-18,1133.1414,39234.4326,7001.6976,8730.1004,531.3696,372.064,57002.8056
2014-12-19,1583.2995,60839.3448,9600.3459,11681.1296,556.848,433.6563,84694.6241
2014-12-20,1482.108,60056.4519,9790.3944,11578.6034,551.5008,431.0152,83890.0737
2014-12-21,1329.3546,58721.0904,9846.6318,11232.9784,538.2528,409.8402,82078.1482
2014-12-22,75.9699,52696.1592,6821.2575,10184.2692,32.2176,2.0636,69811.937
2014-12-23,31.9677,30864.4875,0,131.8352,11.9712,4.7278,31044.9894
2014-12-24,5.5935,26861.1516,0,27.5394,4.7904,0,26899.0749
2014-12-25,0,22532.1066,0,4.0922,0.7968,0,22536.9956
2014-12-26,28.137,42745.7691,1842.6933,7073.976,0,154,51844.5754
2014-12-27,9.0174,54845.1063,1551.474,9649.1864,0,298.9602,66353.7443
2014-12-28,3.4239,53958.6828,1190.8764,9424.4472,0,286.8943,64864.3246
2014-12-29,0,50500.944,542.0268,8792.2576,0,235.4275,60070.6559
2014-12-30,0,43688.5389,0.1413,7094.8794,0,80.4188,50863.9784
2014-12-31,0,35376.7725,0,4962.9538,0,31.3775,40371.1038
2015-01-01,0,32042.7207,1807.9335,4248.2566,209.328,24.4475,38332.6863
2015-01-02,2700.4062,61672.6287,7469.4006,10395.0728,641.8176,334.1261,83213.452
2015-01-03,3388.0677,102335.4171,7336.8612,10305.8186,636.768,1030.2292,125033.1618
2015-01-04,3168.7686,98642.2149,6925.5369,9629.942,594.3552,982.6971,119943.5147
2015-01-05,2992.6581,95355.3474,6635.448,9214.4178,527.8368,952.5131,115678.2212
2015-01-06,2777.088,92049.2397,6384.3579,8662.745,473.7888,739.3078,111086.5272
2015-01-07,939.3012,82076.8608,4270.5099,7255.8024,275.9904,76.5688,94895.0335
2015-01-08,223.5705,71871.7671,752.2812,2059.7038,0,0,74907.3226
2015-01-09,300.2862,82448.3799,632.8827,1355.2924,0,657.8341,85394.6753
2015-01-10,261.4707,78303.9492,193.7223,694.4574,0,579.7099,80033.3095
2015-01-11,249.4701,77436.7659,32.499,517.9398,0,481.6504,78718.3252
2015-01-12,602.9454,84388.4334,177.1902,672.7798,0,499.7454,86341.0942
2015-01-13,1323.3543,118875.1176,1039.2615,12689.5804,14.3616,1532.3847,135474.0601
2015-01-14,3845.7855,165167.955,8407.0674,27099.3226,164.9472,2365.2244,207050.3021
2015-01-15,4098.171,182096.5824,12041.4447,29422.918,157.248,2448.0841,230264.4482
2015-01-16,3451.0539,180881.2431,11654.1414,29361.535,117.8496,2442.4939,227908.3169
2015-01-17,3071.8146,181785.5325,10778.7879,28247.6824,32.3712,2337.3196,226253.5082
2015-01-18,2779.5966,176027.2155,8702.3844,27024.3358,2.3904,2223.9987,216759.9214
2015-01-19,2230.5861,171670.6845,7486.3566,26214.8544,0,2083.1195,209685.6011
2015-01-20,962.8278,160946.5635,2526.1614,22032.2942,0,1573.1716,188041.0185
2015-01-21,803.1249,157141.1268,1881.2682,20238.2516,0,1281.665,181345.4365
2015-01-22,710.8491,182767.2408,1312.3944,27004.4278,0,1908.8531,213703.7652
2015-01-23,641.6592,180199.5903,919.863,26449.5476,0,1992.0208,210202.6809
2015-01-24,480.5325,175330.4454,406.3788,25460.673,0,1938.8831,203616.9128
2015-01-25,355.8144,169804.8432,147.6585,24160.4594,0,1854.2755,196323.051
2015-01-26,130.3455,158690.421,7.3476,22060.276,0,1530.5906,182418.9807
2015-01-27,8.0004,152660.9088,0,17844.4252,0,853.4218,171366.7562
2015-01-28,0,111420.4563,0,2964.1906,0,142.9582,114527.6051
2015-01-29,0,104635.9953,0,1491.6622,0,8.162,106135.8195
