"waterYear","swe_mm"
2004,1.31698571428571
2005,4.97401428571429
2006,30.1282285714286
2007,14.7031857142857
2008,116.157214285714
2009,83.3911
2010,316.927528571429
2011,72.1153142857143
2012,60.3865428571429
2013,126.614042857143
2014,33.1935857142857
2015,42.6995
2016,93.5688
2017,150.449871428571
2018,9.09102857142857
2019,180.041628571429
