"DateTime","(mm) Snow Depth (SNODAS) at Navajo Mountain, 2011-11-02 to 2013-11-01"
"2012-02-08",4.0987
"2012-02-09",2.7851
"2012-02-10",1.6877
"2012-02-11",1.405
"2012-02-12",1.0309
"2012-02-13",12.6868
"2012-02-14",15.2059
"2012-02-15",15.5384
"2012-02-16",14.8318
"2012-02-17",12.6868
"2012-02-18",9.8435
"2012-02-19",7.4741
"2012-02-20",10.7168
"2012-02-21",7.7401
"2012-02-22",5.7199
"2012-02-23",2.0036
"2012-02-24",1.4882
"2012-02-25",1.0974
"2012-02-26",0.5986
"2012-02-27",0.5155
"2012-02-28",0.3824
"2012-02-29",3.0345
"2012-03-01",1.139
"2012-03-02",0.5986
"2012-03-03",0.4406
"2012-03-04",0.2744
"2012-03-05",0.1746
"2012-03-06",0.0998
"2012-03-07",0
"2012-03-08",4.0919
"2012-03-09",0.0166
"2012-03-10",0
"2012-03-11",0
"2012-03-12",0
"2012-03-13",0
"2012-03-14",0
"2012-03-15",0
"2012-03-16",0
"2012-03-17",0
"2012-03-18",0
"2012-03-19",9.5992
"2012-03-20",38.4225
"2012-03-21",29.2461
"2012-03-22",10.8642
"2012-03-23",3.7329
"2012-03-24",0.3658
"2012-03-25",0.0998
"2012-03-26",0
"2012-03-27",0
"2012-03-28",0
"2012-03-29",0
"2012-03-30",0
"2012-03-31",0
"2012-04-01",0
"2012-04-02",0.4822
"2012-04-03",0.0416
"2012-04-04",0
"2012-04-05",0
"2012-04-06",0
"2012-04-07",0
"2012-04-08",0
"2012-04-09",0
"2012-04-10",0
"2012-04-11",0
"2012-04-12",0
"2012-04-13",0.981
"2012-04-14",0.0499
"2012-04-15",19.2745
"2012-04-16",11.1321
"2012-04-17",6.0192
"2012-04-18",0.582
"2012-04-19",0
"2012-04-20",0
"2012-04-21",0
"2012-04-22",0
"2012-04-23",0
"2012-04-24",0
"2012-04-25",0
"2012-04-26",0
"2012-04-27",0
"2012-04-28",0
"2012-04-29",0
"2012-04-30",0
"2012-05-01",0
"2012-05-02",0
"2012-05-03",0
"2012-05-04",0
"2012-05-05",0
"2012-05-06",0
"2012-05-07",0
"2012-05-08",0
"2012-05-09",0
"2012-05-10",0
"2012-05-11",0
"2012-05-12",0
"2012-05-13",0
"2012-05-14",0
"2012-05-15",0
"2012-05-16",0
"2012-05-17",0
"2012-05-18",0
"2012-05-19",0
"2012-05-20",0
"2012-05-21",0
"2012-05-22",0
"2012-05-23",0
"2012-05-24",0
"2012-05-25",0
"2012-05-26",0
"2012-05-27",0
"2012-05-28",0
"2012-05-29",0
"2012-05-30",0
"2012-05-31",0
"2012-06-01",0
"2012-06-02",0
"2012-06-03",0
"2012-06-04",0
"2012-06-05",0
"2012-06-06",0
"2012-06-07",0
"2012-06-08",0
"2012-06-09",0
"2012-06-10",0
"2012-06-11",0
"2012-06-12",0
"2012-06-13",0
"2012-06-14",0
"2012-06-15",0
"2012-06-16",0
"2012-06-17",0
"2012-06-18",0
"2012-06-19",0
"2012-06-20",0
"2012-06-21",0
"2012-06-22",0
"2012-06-23",0
"2012-06-24",0
"2012-06-25",0
"2012-06-26",0
"2012-06-27",0
"2012-06-28",0
"2012-06-29",0
"2012-06-30",0
"2012-07-01",0
"2012-07-02",0
"2012-07-03",0
"2012-07-04",0
"2012-07-05",0
"2012-07-06",0
"2012-07-07",0
"2012-07-08",0
"2012-07-09",0
"2012-07-10",0
"2012-07-11",0
"2012-07-12",0
"2012-07-13",0
"2012-07-14",0
"2012-07-15",0
"2012-07-16",0
"2012-07-17",0
"2012-07-18",0
"2012-07-19",0
"2012-07-20",0
"2012-07-21",0
"2012-07-22",0
"2012-07-23",0
"2012-07-24",0
"2012-07-25",0
"2012-07-26",0
"2012-07-27",0
"2012-07-28",0
"2012-07-29",0
"2012-07-30",0
"2012-07-31",0
"2012-08-01",0
"2012-08-02",0
"2012-08-03",0
"2012-08-04",0
"2012-08-05",0
"2012-08-06",0
"2012-08-07",0
"2012-08-08",0
"2012-08-09",0
"2012-08-10",0
"2012-08-11",0
"2012-08-12",0
"2012-08-13",0
"2012-08-14",0
"2012-08-15",0
"2012-08-16",0
"2012-08-17",0
"2012-08-18",0
"2012-08-19",0
"2012-08-20",0
"2012-08-21",0
"2012-08-22",0
"2012-08-23",0
"2012-08-24",0
"2012-08-25",0
"2012-08-26",0
"2012-08-27",0
"2012-08-28",0
"2012-08-29",0
"2012-08-30",0
"2012-08-31",0
"2012-09-01",0
"2012-09-02",0
"2012-09-03",0
"2012-09-04",0
"2012-09-05",0
"2012-09-06",0
"2012-09-07",0
"2012-09-08",0
"2012-09-09",0
"2012-09-10",0
"2012-09-11",0
"2012-09-12",0
"2012-09-13",0
"2012-09-14",0
"2012-09-15",0
"2012-09-16",0
"2012-09-17",0
"2012-09-18",0
"2012-09-19",0
"2012-09-20",0
"2012-09-21",0
"2012-09-22",0
"2012-09-23",0
"2012-09-24",0
"2012-09-25",0
"2012-09-26",0
"2012-09-27",0
"2012-09-28",0
"2012-09-29",0
"2012-09-30",0
"2012-10-01",0
"2012-10-02",0
"2012-10-03",0
"2012-10-04",0
"2012-10-05",0
"2012-10-06",0
"2012-10-07",0
"2012-10-08",0
"2012-10-09",0
"2012-10-10",0
"2012-10-11",0
"2012-10-12",0
"2012-10-13",0
"2012-10-14",0
"2012-10-15",0
"2012-10-16",0
"2012-10-17",0
"2012-10-18",0
"2012-10-19",0
"2012-10-20",0
"2012-10-21",0
"2012-10-22",0
"2012-10-23",0
"2012-10-24",0
"2012-10-25",0
"2012-10-26",0
"2012-10-27",0
"2012-10-28",0
"2012-10-29",0
"2012-10-30",0
"2012-10-31",0
"2012-11-01",0
"2012-11-02",0
"2012-11-03",0
"2012-11-04",0
"2012-11-05",0
"2012-11-06",0
"2012-11-07",0
"2012-11-08",0
"2012-11-09",0
"2012-11-10",2.4609
"2012-11-11",9.5386
"2012-11-12",5.8506
"2012-11-13",3.114
"2012-11-14",1.5787
"2012-11-15",0.4988
"2012-11-16",0.2494
"2012-11-17",0.0748
"2012-11-18",0.0249
"2012-11-19",0
"2012-11-20",0
"2012-11-21",0
"2012-11-22",0
"2012-11-23",0
"2012-11-24",0
"2012-11-25",0
"2012-11-26",0
"2012-11-27",0
"2012-11-28",0
"2012-11-29",0
"2012-11-30",0
"2012-12-01",0
"2012-12-02",0
"2012-12-03",0
"2012-12-04",0
"2012-12-05",0
"2012-12-06",0
"2012-12-07",0
"2012-12-08",0
"2012-12-09",0
"2012-12-10",0
"2012-12-11",0
"2012-12-12",0
"2012-12-13",0
"2012-12-14",0
"2012-12-15",0
"2012-12-16",90.5753
"2012-12-17",79.0761
"2012-12-18",69.0623
"2012-12-19",66.8707
"2012-12-21",83.6361
"2012-12-22",74.7373
"2012-12-23",65.2234
"2012-12-24",58.1902
"2012-12-25",70.8593
"2012-12-26",65.749
"2012-12-27",64.2216
"2012-12-28",63.1441
"2012-12-29",62.8707
"2012-12-30",58.8845
"2012-12-31",56.0193
"2013-01-01",57.4558
"2013-01-02",55.1416
"2013-01-03",51.1034
"2013-01-04",46.6123
"2013-01-05",43.1729
"2013-01-06",39.9182
"2013-01-07",36.3075
"2013-01-08",31.9264
"2013-01-09",25.9034
"2013-01-10",21.9935
"2013-01-11",14.2359
"2013-01-12",42.9311
"2013-01-13",37.9725
"2013-01-14",35.5127
"2013-01-15",31.5427
"2013-01-16",25.3489
"2013-01-17",19.6191
"2013-01-18",15.9445
"2013-01-19",14.2778
"2013-01-20",11.7084
"2013-01-21",9.4042
"2013-01-22",6.6213
"2013-01-23",4.7793
"2013-01-24",2.9217
"2013-01-25",2.0935
"2013-01-26",1.8016
"2013-01-27",2.3528
"2013-01-28",2.9181
"2013-01-29",74.8854
"2013-01-30",80.5968
"2013-01-31",62.8922
"2013-02-01",53.6639
"2013-02-02",45.5191
"2013-02-03",40.0589
"2013-02-04",37.4449
"2013-02-05",34.3397
"2013-02-06",19.7369
"2013-02-07",18.5148
"2013-02-08",17.434
"2013-02-09",16.162
"2013-02-10",68.5601
"2013-02-11",142.4175
"2013-02-12",131.0535
"2013-02-13",120.4429
"2013-02-14",109.0846
"2013-02-15",90.1013
"2013-02-16",76.9349
"2013-02-17",64.2608
"2013-02-18",46.3261
"2013-02-19",41.4134
"2013-02-20",35.3793
"2013-02-21",61.4461
"2013-02-22",54.2334
"2013-02-23",47.7229
"2013-02-24",39.9956
"2013-02-25",43.7984
"2013-02-26",36.1468
"2013-02-27",23.9766
"2013-02-28",21.9327
"2013-03-01",19.801
"2013-03-02",17.8746
"2013-03-03",14.7985
"2013-03-04",12.5787
"2013-03-05",13.7011
"2013-03-06",12.6702
"2013-03-07",10.6001
"2013-03-08",8.6879
"2013-03-09",45.0891
"2013-03-10",188.4548
"2013-03-11",147.625
"2013-03-12",104.9851
"2013-03-13",76.02
"2013-03-14",52.1449
"2013-03-15",24.1515
"2013-03-16",8.347
"2013-03-17",5.7199
"2013-03-18",4.7804
"2013-03-19",4.2816
"2013-03-20",4.9966
"2013-03-21",4.0239
"2013-03-22",3.683
"2013-03-23",3.3338
"2013-03-24",3.2341
"2013-03-25",3.1177
"2013-03-26",2.9763
"2013-03-27",2.677
"2013-03-28",2.4276
"2013-03-29",2.2031
"2013-03-30",1.8955
"2013-03-31",1.4965
"2013-04-01",1.2969
"2013-04-02",1.2304
"2013-04-03",1.2471
"2013-04-04",1.1889
"2013-04-05",1.0309
"2013-04-06",0.6568
"2013-04-07",0.5404
"2013-04-08",0.4573
"2013-04-09",11.7261
"2013-04-10",21.5559
"2013-04-11",14.9487
"2013-04-12",7.8731
"2013-04-13",6.0857
"2013-04-14",0.7566
"2013-04-15",0.2744
"2013-04-16",0
"2013-04-17",0
"2013-04-18",37.397
"2013-04-19",23.3861
"2013-04-20",6.4349
"2013-04-21",1.6877
"2013-04-22",0.0416
"2013-04-23",0
"2013-04-24",0
"2013-04-25",0
"2013-04-26",0
"2013-04-27",0
"2013-04-28",0
"2013-04-29",0
"2013-04-30",0
"2013-05-01",0
"2013-05-02",0
"2013-05-03",0
"2013-05-04",0
"2013-05-05",0
"2013-05-06",0
"2013-05-07",0
"2013-05-08",0.1995
"2013-05-09",0.7981
"2013-05-10",0.7482
"2013-05-11",0.1912
"2013-05-12",0
"2013-05-13",0
"2013-05-14",0
"2013-05-15",0
"2013-05-16",0
"2013-05-17",0
"2013-05-18",0
"2013-05-19",0
"2013-05-20",0
"2013-05-21",0
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0
"2013-05-27",0
"2013-05-28",0
"2013-05-29",0
"2013-05-30",0
"2013-05-31",0
"2013-06-01",0
"2013-06-02",0
"2013-06-03",0
"2013-06-04",0
"2013-06-05",0
"2013-06-06",0
"2013-06-07",0
"2013-06-08",0
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0
"2013-06-12",0
"2013-06-13",0
"2013-06-14",0
"2013-06-15",0
"2013-06-16",0
"2013-06-17",0
"2013-06-18",0
"2013-06-19",0
"2013-06-20",0
"2013-06-21",0
"2013-06-22",0
"2013-06-23",0
"2013-06-24",0
"2013-06-25",0
"2013-06-26",0
"2013-06-27",0
"2013-06-28",0
"2013-06-29",0
"2013-06-30",0
"2013-07-01",0
"2013-07-02",0
"2013-07-03",0
"2013-07-04",0
"2013-07-05",0
"2013-07-06",0
"2013-07-07",0
"2013-07-08",0
"2013-07-09",0
"2013-07-10",0
"2013-07-11",0
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",0
"2013-07-16",0
"2013-07-17",0
"2013-07-18",0
"2013-07-19",0
"2013-07-20",0
"2013-07-21",0
"2013-07-22",0
"2013-07-23",0
"2013-07-24",0
"2013-07-25",0
"2013-07-26",0
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",0
"2013-08-03",0
"2013-08-04",0
"2013-08-05",0
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0
"2013-08-09",0
"2013-08-10",0
"2013-08-11",0
"2013-08-12",0
"2013-08-13",0
"2013-08-14",0
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",0
"2013-08-27",0
"2013-08-28",0
"2013-08-29",0
"2013-08-30",0
"2013-08-31",0
"2013-09-01",0
"2013-09-02",0
"2013-09-03",0
"2013-09-04",0
"2013-09-05",0
"2013-09-06",0
"2013-09-07",0
"2013-09-08",0
"2013-09-09",0
"2013-09-10",0
"2013-09-11",0
"2013-09-12",0
"2013-09-13",0
"2013-09-14",0
"2013-09-15",0
"2013-09-16",0
"2013-09-17",0
"2013-09-18",0
"2013-09-19",0
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",0
"2013-10-10",0
"2013-10-11",2.4775
"2013-10-12",2.1948
"2013-10-13",1.5713
"2013-10-14",0.6817
"2013-10-15",0.4489
"2013-10-16",0.3824
"2013-10-17",0.158
"2013-10-18",0.0083
"2013-10-19",0
"2013-10-20",0
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",0
"2013-10-28",0
"2013-10-29",0
"2013-10-30",0.3076
"2013-10-31",0.2245
"2013-11-01",0
