date,swe_mm,depth_cm,precip_accum_mm,air_temp,air_temp_max,air_temp_min,air_temp_av
2016-07-18,0,0,495,15.7,23.9,11,16.6
2016-07-19,0,0,500,13.4,21.2,11.7,15.5
2016-07-20,0,0,500,13.1,19.8,10.5,14.5
2016-07-21,0,0,511,13.5,20.9,11.3,15
2016-07-22,0,0,516,14.6,24.1,11.4,16.7
2016-07-23,0,0,521,13.9,23.3,12.6,17.6
2016-07-24,0,0,523,16.9,23.2,13.6,17.5
2016-07-25,0,0,523,14.7,23.6,12.8,17.3
2016-07-26,0,0,523,14.1,22.9,13.8,17.3
2016-07-27,0,0,523,15.8,25.7,12.9,19.4
2016-07-28,0,0,523,16.7,27.5,14.6,20.8
2016-07-29,0,0,526,18.3,26.5,15.1,19.9
2016-07-30,0,0,526,16.5,26.8,12.9,18.8
2016-07-31,0,0,526,13.8,23.1,11.4,17
2016-08-01,0,0,526,14.1,21.2,11.5,14.6
2016-08-02,0,0,531,13.2,22.7,10.8,15.7
2016-08-03,0,0,551,11,19.4,10.7,13.6
2016-08-04,0,0,554,11.7,18.4,11.2,13.4
2016-08-05,0,0,556,12.8,20.4,10.1,13.4
2016-08-06,0,0,561,11.2,19.2,9.6,13.9
2016-08-07,0,0,561,13.8,20.4,11.9,15.6
2016-08-08,0,0,564,14.5,23.2,12.5,17.4
2016-08-09,0,0,566,14.8,22.5,13.1,16.6
2016-08-10,0,0,566,13.4,21.9,11.3,14.9
2016-08-11,0,0,566,11.3,20.8,10.9,14.6
2016-08-12,0,0,566,12,22.6,11,15.8
2016-08-13,0,0,566,12.7,22.6,11.5,16.3
2016-08-14,0,0,566,12.5,23.2,10.3,15.9
2016-08-15,0,0,566,14.5,23.5,11.8,17.5
2016-08-16,0,0,566,14.1,22.7,10.3,14.6
2016-08-17,0,0,566,11.8,20.2,10.5,14.5
2016-08-18,0,0,566,13,18.9,9.2,12.6
2016-08-19,0,0,574,10.6,17.8,8.6,12.7
2016-08-20,0,0,574,11.4,21.7,10.5,15.1
2016-08-21,0,0,574,11.8,19.6,8.9,12.2
2016-08-22,0,0,582,10.2,15,9.9,11.7
2016-08-23,0,0,582,11.3,13.7,6.8,10
2016-08-24,0,0,592,7.2,17.4,6.8,11.3
2016-08-25,0,0,592,11.1,18,7.4,11.6
2016-08-26,0,0,592,7.8,17.4,6.6,11.2
2016-08-27,0,0,592,9.8,14.6,7.3,10.3
2016-08-28,0,0,592,7.9,14.4,6.7,9.9
2016-08-29,0,0,592,7.7,17.8,6.2,12.4
2016-08-30,0,0,592,11.7,18.5,9.4,13.9
2016-08-31,0,0,592,11.4,17,10.9,14.1
2016-09-01,0,0,594,13.7,19.9,10.2,14.6
2016-09-02,0,0,599,10.2,19.9,9.6,12.9
2016-09-03,0,0,599,11.4,17.5,11,13.8
2016-09-04,0,0,599,11.6,18.4,10.7,14.1
2016-09-05,0,0,599,12.3,20.6,10.7,15.2
2016-09-06,0,0,599,12.9,20.8,11.8,15.2
2016-09-07,0,0,602,11.9,17.6,9.8,13.4
2016-09-08,0,0,602,10.5,21.8,8.2,14.5
2016-09-09,0,0,602,12.4,22.3,10.5,15.3
2016-09-10,0,0,602,11.7,23.2,10.5,16.1
2016-09-11,0,0,602,13.7,21,11.7,15.4
2016-09-12,0,0,602,12.1,16,6.5,11.9
2016-09-13,0,0,602,9,16.6,8.2,11.4
2016-09-14,0,0,602,9.2,16.5,7.9,11.6
2016-09-15,0,0,602,8.5,18.1,6.4,11
2016-09-16,0,0,602,6.7,18.2,5.5,11.1
2016-09-17,0,0,602,7.2,19.3,6.7,12
2016-09-18,0,0,602,9,20.4,7.4,13.6
2016-09-19,0,0,602,10.2,22.8,9.8,15.2
2016-09-20,0,0,605,12.8,17.7,8.3,13.3
2016-09-21,0,0,612,9.5,16.5,9.3,12.3
2016-09-22,0,0,617,10.8,18.6,9,13.3
2016-09-23,0,0,617,9.5,10,0.7,5.1
2016-09-24,0,0,617,1.5,11,0.2,4.8
2016-09-25,0,0,617,3.7,13.5,2.6,7.4
2016-09-26,0,0,617,5.4,15.3,4.2,9.5
2016-09-27,0,0,617,7.5,15.6,6.4,10.9
2016-09-28,0,0,617,8.1,16.7,7,11.7
2016-09-29,0,0,625,10.2,11.3,6,8.7
2016-09-30,0,0,632,7.3,15.8,6.5,9.7
2016-10-01,0,0,0,8,14.8,5.9,10
2016-10-02,0,0,0,8.6,15.3,7.5,10.5
2016-10-03,0,0,0,7.5,11.6,0.1,6.8
2016-10-04,0,0,0,0.1,10,-1.9,4.2
2016-10-05,0,0,0,4.5,11.9,1.1,6.7
2016-10-06,0,0,0,5,10.6,0.4,5
2016-10-07,0,0,0,2.4,12.7,1.8,7.9
2016-10-08,0,0,0,9,13.8,5,9.4
2016-10-09,0,0,0,7.1,12.1,3.8,6.2
2016-10-10,0,0,13,6.7,15.4,5.4,10.4
2016-10-11,0,0,13,9.4,16.5,7.2,11.2
2016-10-12,0,0,13,7.5,16.2,5.6,10.3
2016-10-13,0,0,13,8.4,16.6,5.5,10.7
2016-10-14,0,0,13,9.3,17.3,8.2,12
2016-10-15,0,0,13,9.8,17.7,8,12.2
2016-10-16,0,0,15,9,16.1,7.5,11
2016-10-17,0,0,15,8.1,16.1,7.1,10.9
2016-10-18,0,0,15,7.1,15.5,5.4,9.5
2016-10-19,0,0,15,5.5,12.6,0.2,5.5
2016-10-20,0,0,15,0.5,14.7,0.2,7.7
2016-10-21,0,0,15,8.8,17,5.3,11.1
2016-10-22,0,0,15,10,17.2,8.5,11.8
2016-10-23,0,0,15,9.4,16.8,7.3,10.9
2016-10-24,0,0,15,8.6,15.1,8.1,11.1
2016-10-25,0,0,18,8.9,12.1,4.5,7.5
2016-10-26,0,0,20,4.7,13.8,3.4,8.6
2016-10-27,0,0,20,8.6,16.4,8.2,12
2016-10-28,0,0,23,11,16.4,8.8,11.6
2016-10-29,0,0,23,8.9,15.1,6.6,9.9
2016-10-30,0,0,23,9.2,15.2,7.1,10.7
2016-10-31,0,0,23,8.2,12.5,6.1,9
2016-11-01,0,0,23,6.1,10.9,1.6,6.3
2016-11-02,0,0,23,1.6,10.6,0.6,5.6
2016-11-03,0,0,23,5.2,10.5,4.1,6.1
2016-11-04,0,0,25,5.3,5.4,3.3,4.2
2016-11-05,0,0,25,3.4,6.3,2,3.7
2016-11-06,0,0,25,2.8,10.5,2.6,5.1
2016-11-07,0,0,25,4,11.1,2.5,6.2
2016-11-08,0,0,25,5.6,11.5,3.2,6.6
2016-11-09,0,0,25,3.2,11.6,1.5,5.5
2016-11-10,0,0,25,5.6,11.9,0.7,5.8
2016-11-11,0,0,25,5.3,10.8,1.7,5.5
2016-11-12,0,0,25,2.3,10.5,1,5
2016-11-13,0,0,25,2.6,10.9,0.5,4.9
2016-11-14,0,0,25,1.4,13.6,1.3,7.1
2016-11-15,0,0,25,6,16.6,5.6,10.3
2016-11-16,0,0,25,8.2,10.5,4.7,7.6
2016-11-17,0,0,25,4.8,4.8,-7.8,-2.3
2016-11-18,0,0,25,-7.8,5.6,-8.6,-0.9
2016-11-19,0,0,25,3.5,12.1,2.9,6.8
2016-11-20,0,0,28,5.6,11.2,3.2,6.4
2016-11-21,0,0,28,3.4,3.4,-1.1,0.9
2016-11-22,28,8,58,-0.8,2.2,-4.8,-1.3
2016-11-23,28,13,58,-4.7,4.9,-4.8,0
2016-11-24,28,8,58,-1.9,3.7,-7,-1.8
2016-11-25,25,8,58,-1.4,6.7,-2.5,0.7
2016-11-26,25,8,58,-1.2,6.7,-2.5,2.4
2016-11-27,28,8,61,1.3,1.3,-5.7,-4.1
2016-11-28,33,13,69,-5.7,-4.4,-8.5,-6.2
2016-11-29,58,36,89,-8.5,-2.5,-11.9,-8.2
2016-11-30,61,36,89,-11.6,-2.1,-13.4,-8.3
2016-12-01,61,33,91,-8.9,1.5,-10.4,-5.8
2016-12-02,61,30,91,-8.2,0.1,-8.7,-5
2016-12-03,61,28,91,-6.7,4.3,-7.2,-3.5
2016-12-04,64,25,94,-3.8,8.1,-5.3,0.2
2016-12-05,64,23,94,-0.2,5.3,-1.8,0.7
2016-12-06,64,23,94,-1.4,0.9,-4.3,-1.8
2016-12-07,64,23,94,-4.3,-1.7,-8.3,-5.7
2016-12-08,64,23,94,-7,2.8,-7.6,-1.9
2016-12-09,64,23,94,-1.5,7.4,-2.7,1.7
2016-12-10,64,23,99,2.4,8.2,0.6,3
2016-12-11,64,23,99,0.8,4.6,-0.7,1.1
2016-12-12,66,23,102,0.5,3.8,-1,0.9
2016-12-13,66,23,104,-0.9,6.2,-3.8,1.2
2016-12-14,66,20,104,1.9,8.2,-0.1,3.7
2016-12-15,66,20,104,3.8,5.9,0.2,4.3
2016-12-16,66,20,104,0.2,2.9,-0.2,1.5
2016-12-17,81,23,124,0.3,0.3,-12.7,-8.4
2016-12-18,91,36,130,-12.5,-3.2,-14.3,-10.3
2016-12-19,91,33,130,-10.4,4.5,-12.6,-3.5
2016-12-20,94,33,130,-2.4,9.2,-3.9,2.6
2016-12-21,94,25,132,1,9.2,1,4
2016-12-22,94,28,137,1.5,3.2,-0.7,1.3
2016-12-23,124,30,170,-0.6,1.3,-2.1,-0.9
2016-12-24,130,33,178,-1.3,4,-7.9,-1
2016-12-25,130,38,180,-7.9,-7.6,-11.6,-9.4
2016-12-26,130,38,183,-9.6,-0.7,-11.3,-6
2016-12-27,124,38,183,-2.3,6.1,-2.3,0.7
2016-12-28,117,38,183,-1.8,5.7,-2.3,0.3
2016-12-29,119,38,183,-1.8,10,-4.6,1.1
2016-12-30,122,36,185,1.3,6,-2.1,1.5
2016-12-31,122,30,188,0,0.2,-2.5,-0.9
2017-01-01,135,41,198,-2.3,-0.1,-3,-2.1
2017-01-02,142,46,203,-3,-3,-4.8,-4
2017-01-03,145,46,203,-4.8,-2,-5.6,-3.7
2017-01-04,145,46,203,-3,0.7,-3.1,-1
2017-01-05,147,46,206,-0.5,0.6,-5.6,-0.5
2017-01-06,163,53,221,-5.6,-4.6,-15.5,-9.8
2017-01-07,170,58,221,-9,1.5,-9.2,-3.3
2017-01-08,170,56,221,-1.7,4.2,-2.4,1.9
2017-01-09,175,53,229,3.9,4.9,-1.6,2.4
2017-01-10,188,56,239,-1.6,1,-4.2,-1.1
2017-01-11,193,53,239,-0.1,3.1,-2,0
2017-01-12,193,51,239,-2,1.8,-2.8,-1.3
2017-01-13,193,48,239,-0.1,3.4,-1.5,0.3
2017-01-14,193,51,241,-0.3,3.8,-1.2,0.9
2017-01-15,196,53,246,0.7,1.5,-2.1,-0.3
2017-01-16,196,51,246,-2.1,0,-4.3,-2.5
2017-01-17,201,58,249,-3.8,0.8,-5.1,-2.8
2017-01-18,203,58,249,-4.5,-0.1,-4.9,-3.1
2017-01-19,206,56,249,-3.8,-2.6,-5.3,-3.7
2017-01-20,216,69,267,-5,-3.2,-6,-4.8
2017-01-21,239,86,284,-3.2,-3.2,-7.1,-5.3
2017-01-22,267,97,310,-7.1,-2.1,-10.2,-5.7
2017-01-23,279,104,323,-4.3,-0.6,-5.8,-3.3
2017-01-24,292,102,335,-5.8,-5.8,-10,-7.8
2017-01-25,302,112,343,-10,-5.5,-13.6,-10.3
2017-01-26,300,109,343,-12.3,-6.1,-17.2,-11.5
2017-01-27,300,107,343,-17.2,-2.6,-17.5,-11.2
2017-01-28,300,102,343,-9.2,1.9,-9.5,-4.4
2017-01-29,300,99,343,-4.8,7.4,-5.8,0
2017-01-30,300,97,343,-1.6,9.5,-3.4,1.6
2017-01-31,300,94,343,-0.4,9,-1.5,2.3
2017-02-01,302,91,345,-0.7,9.6,-0.6,3.3
2017-02-02,297,89,345,1,4.6,-1.2,1.5
2017-02-03,295,86,345,-0.9,6.7,-1.5,1.9
2017-02-04,292,86,348,-0.4,6.8,-1.9,1.6
2017-02-05,290,84,348,0.8,8.2,-1.1,3.2
2017-02-06,287,84,348,0.7,0.8,-1.3,-0.1
2017-02-07,287,84,356,-0.9,1.8,-1.2,0.5
2017-02-08,287,84,356,1.2,9.3,0.8,4.1
2017-02-09,284,81,356,3,12.6,1.3,7
2017-02-10,279,79,358,7.1,12.7,5.3,7.6
2017-02-11,272,74,358,5.6,9.3,1.3,5.1
2017-02-12,264,71,358,1.7,4.8,-0.6,2.1
2017-02-13,262,69,358,0.6,2,-1.1,0.2
2017-02-14,272,79,361,-0.9,4.3,-4.6,-1.1
2017-02-15,272,76,361,-4.2,6.9,-4.9,-0.6
2017-02-16,272,74,361,-2.8,9,-3.6,2
2017-02-17,272,69,366,0.8,3.1,-0.9,0.6
2017-02-18,272,69,366,0.6,5.9,-0.9,2
2017-02-19,272,69,366,2,2.1,-3,-1.2
2017-02-20,282,74,376,-1.2,6.4,-3.2,0.8
2017-02-21,282,71,376,1.1,9.6,0.5,4.3
2017-02-22,282,71,376,2.9,7.5,-0.3,3.3
2017-02-23,282,66,376,-0.3,-0.4,-8.4,-5.1
2017-02-24,282,69,376,-8.3,-2,-10.6,-7.5
2017-02-25,282,69,376,-9.7,0.3,-11.7,-5.5
2017-02-26,282,69,376,-5.8,0,-8.8,-4.4
2017-02-27,282,69,376,-4.2,-0.8,-5.1,-2.9
2017-02-28,292,81,401,-2,-1.9,-9.8,-4
2017-03-01,320,112,434,-9.8,1.4,-13.3,-7.2
2017-03-02,323,109,434,-8.4,4.9,-10.6,-2.9
2017-03-03,323,102,434,-3.7,8.6,-3.9,2.8
2017-03-04,323,94,434,1.8,9,0.8,3.7
2017-03-05,323,89,434,2.5,4.6,-1.9,2
2017-03-06,323,89,434,-1.9,-1.3,-7.9,-4.7
2017-03-07,323,89,434,-6.8,6.6,-8.5,-0.6
2017-03-08,323,86,434,1.2,12.1,-0.4,5
2017-03-09,323,81,434,4.4,13.8,2.1,6.7
2017-03-10,333,76,439,6,13.7,2.3,7.5
2017-03-11,330,71,442,5.5,13.1,3.3,7.1
2017-03-12,312,69,442,5.2,12.5,2.7,6.4
2017-03-13,290,66,442,3.2,12.1,1.5,6.1
2017-03-14,267,64,442,4.2,14.7,3.1,7.7
2017-03-15,244,58,442,6.1,15.2,5.1,9.3
2017-03-16,226,56,444,5.5,14,3.8,8.1
2017-03-17,206,51,444,7.3,15.8,3.8,9.1
2017-03-18,190,48,444,7.6,14.7,5.7,9.9
2017-03-19,168,43,444,7.4,14.7,4.2,9
2017-03-20,147,41,444,7.5,14.7,5.9,9.5
2017-03-21,130,38,444,6.9,14.2,6,9.3
2017-03-22,112,33,444,7.5,12.2,3.6,8
2017-03-23,97,30,444,3.8,3.8,-2.9,-0.6
2017-03-24,104,38,457,-2.2,8.6,-2.8,2.2
2017-03-25,99,30,457,2.3,9.6,-0.8,3.4
2017-03-26,97,28,465,-0.8,6.8,-1.6,2.2
2017-03-27,94,28,465,1.9,7.5,-1.3,2.5
2017-03-28,94,28,470,-1.2,4.1,-2.4,0.1
2017-03-29,97,28,472,-0.7,9.7,-2.5,3
2017-03-30,84,28,472,2,10.7,1.3,5.7
2017-03-31,66,23,472,1.3,1.2,-6.3,-3.1
2017-04-01,79,30,483,-4.3,2.8,-4.9,-1.5
2017-04-02,81,28,488,-1.5,8.7,-2.8,2.7
2017-04-03,74,23,490,2.6,4.2,-3.4,0.5
2017-04-04,94,41,511,-3.4,2.4,-7.1,-2.6
2017-04-05,97,36,511,-6.6,9,-8.2,0.8
2017-04-06,89,30,513,1.6,12.8,-0.2,6.8
2017-04-07,79,28,516,6.9,13.7,4.6,8.1
2017-04-08,56,23,516,5.6,11.6,2.9,6.8
2017-04-09,38,15,516,2.9,6,-2.2,1.4
2017-04-10,20,10,516,-2.2,9.8,-4.7,2.4
2017-04-11,15,8,516,0.8,12,0.3,7.1
2017-04-12,10,5,516,5.4,14,1.2,8.2
2017-04-13,0,0,516,6.9,13.9,5,9.7
2017-04-14,0,0,516,6.4,13.7,4.3,8.5
2017-04-15,0,0,516,4.4,13,1.9,7.3
2017-04-16,0,0,516,5.5,15.1,3.4,8.6
2017-04-17,0,0,516,6.2,14.7,5.3,9.4
2017-04-18,0,0,516,6.7,15.4,4.6,9.9
2017-04-19,0,0,516,6.2,13.8,4.2,8.1
2017-04-20,0,0,516,6.2,13.6,3.5,8.7
2017-04-21,0,0,516,3.7,10.3,-0.3,4.8
2017-04-22,0,0,516,1.6,13.3,-1.2,6.7
2017-04-23,0,0,516,6.1,15.6,5.1,10.3
2017-04-24,0,0,516,6.8,11.6,5,8.3
2017-04-25,0,0,516,5,5,-1.6,1.3
2017-04-26,0,0,526,-1.4,9,-2.4,3.8
2017-04-27,0,0,526,5,9.4,-0.8,4.4
2017-04-28,0,0,526,-0.7,2.7,-6.5,-2.3
2017-04-29,8,3,531,-6.5,2.7,-6.5,-2.2
2017-04-30,13,5,541,-3.1,7.2,-4.8,1.9
2017-05-01,0,0,541,2.1,13.3,1.5,7
2017-05-02,0,0,544,4.3,14.8,3.3,8.9
2017-05-03,0,0,544,5.2,15.1,1.5,8
2017-05-04,0,0,544,6.3,18.3,4.3,11.5
2017-05-05,0,0,544,9.2,20.7,8.7,14.3
2017-05-06,0,0,546,13.1,17.2,8.3,11.8
2017-05-07,0,0,546,8.3,15.2,4.5,9.8
2017-05-08,0,0,546,4.9,11.9,3.8,7.5
2017-05-09,0,0,546,6.9,10.3,0.2,4.3
2017-05-10,0,0,554,0.4,5.9,-0.4,1.9
2017-05-11,0,0,569,1.7,11.2,1.6,6
2017-05-12,0,0,569,5.9,16,5,10.9
2017-05-13,0,0,569,9.1,16.7,7.2,11.6
2017-05-14,0,0,569,8,14.7,6.5,10
2017-05-15,0,0,569,7.3,14.6,3.4,8.5
2017-05-16,0,0,569,3.4,9.7,0.6,4
2017-05-17,0,0,569,0.7,7.3,-2.6,2.2
2017-05-18,0,0,582,-2.6,3,-3.7,-1.6
2017-05-19,0,0,582,-2.5,4.9,-4.5,0.6
2017-05-20,0,0,582,-0.4,12.1,-1,4.8
2017-05-21,0,0,582,2.6,15.6,1.5,8.3
2017-05-22,0,0,582,5.5,14.6,3.3,8.9
2017-05-23,0,0,582,5.6,15.8,4.8,9.8
2017-05-24,0,0,582,8.1,20.3,7.4,13.9
2017-05-25,0,0,582,11.6,18.2,8.8,12.7
2017-05-26,0,0,582,9,16.3,7.1,11.1
2017-05-27,0,0,582,7.4,15.9,4,9.7
2017-05-28,0,0,582,7.1,17,6.2,10.6
2017-05-29,0,0,582,7.1,19.1,6.1,12.2
2017-05-30,0,0,584,10.2,17.4,7.6,12.2
2017-05-31,0,0,587,9.5,14.7,6.5,10.3
2017-06-01,0,0,587,6.5,16.8,5.5,10
2017-06-02,0,0,597,7.6,17.4,6.8,11.6
2017-06-03,0,0,597,9.9,20.2,7.7,13.8
2017-06-04,0,0,597,11,23.2,10,16.1
2017-06-05,0,0,597,12.7,22.8,12.1,16.6
2017-06-06,0,0,597,12.8,23.6,11.1,16.7
2017-06-07,0,0,597,13.4,22.9,11.8,17.3
2017-06-08,0,0,597,13.4,22.8,11.9,16.4
2017-06-09,0,0,597,13,22.3,11.1,16.4
2017-06-10,0,0,597,12.8,22.6,11.6,16.1
2017-06-11,0,0,597,11.6,19.8,9.4,13.9
2017-06-12,0,0,597,10.3,17.9,6.6,12
2017-06-13,0,0,597,6.7,17,3.3,9.8
2017-06-14,0,0,597,8.7,22.5,7.4,14.6
2017-06-15,0,0,597,11.2,24.4,10.3,17
2017-06-16,0,0,597,13.2,25.2,11.5,18
2017-06-17,0,0,597,14,26.2,13.5,19.3
2017-06-18,0,0,597,15.8,26.5,13.4,19
2017-06-19,0,0,597,15.1,27.4,13.5,19.6
2017-06-20,0,0,597,15.8,28.6,14.9,21
2017-06-21,0,0,597,17,28.2,15.3,20.9
2017-06-22,0,0,597,18.2,27.6,15.8,21
2017-06-23,0,0,597,15.9,26.8,13.8,19.4
2017-06-24,0,0,597,14.5,26.7,13.1,19.1
2017-06-25,0,0,597,14.1,25,13.5,17.6
2017-06-26,0,0,597,14,26.1,12,18.1
2017-06-27,0,0,597,15.6,24.8,14.1,18.6
2017-06-28,0,0,597,14.5,24.1,11.4,17.6
2017-06-29,0,0,597,13.5,24.3,10.8,16.9
2017-06-30,0,0,597,13.2,25.1,12.4,17.9
2017-07-01,0,0,597,14.8,24.4,12,18.5
2017-07-02,0,0,597,15.8,22.3,14.3,17.5
2017-07-03,0,0,597,14.4,25.1,12,17.6
2017-07-04,0,0,597,14.5,26.5,13.5,18.9
2017-07-05,0,0,597,15.5,26.4,13.6,20.3
2017-07-06,0,0,599,18.4,26.5,16.4,19.8
2017-07-07,0,0,602,16.6,26.3,13.4,19.4
2017-07-08,0,0,602,15.3,25,12.7,18.8
2017-07-09,0,0,602,15.8,23.9,12.5,17.3
2017-07-10,0,0,602,13.7,23.8,12.7,16.2
2017-07-11,0,0,607,15.1,22.1,12.4,16.6
2017-07-12,0,0,607,12.8,24,12,16.6
2017-07-13,0,0,607,12.1,24.5,11.5,17.2
2017-07-14,0,0,607,13.8,20.4,13.3,16.1
2017-07-15,0,0,610,13.6,23.5,13.4,17.4
2017-07-16,0,0,610,14.2,23.2,11.9,17
2017-07-17,0,0,610,11.9,23,11.3,16.9
2017-07-18,0,0,610,14.7,25,11.7,17.2
2017-07-19,0,0,615,16.8,23.5,10.7,17
2017-07-20,0,0,617,11.8,21.2,11.2,15.4
2017-07-21,0,0,617,12.5,19.9,11.7,13.4
2017-07-22,0,0,632,11.9,20.1,8.8,14.5
2017-07-23,0,0,663,13.9,20.7,11.9,16.3
2017-07-24,0,0,678,12.6,18.5,11.5,14.4
2017-07-25,0,0,678,12.8,20.1,11.4,14.4
2017-07-26,0,0,678,11.9,21.8,11.2,15.8
2017-07-27,0,0,678,14.4,21.7,11.6,16.1
2017-07-28,0,0,683,11.7,19.4,10.6,13.3
2017-07-29,0,0,711,10.6,16.3,10.2,13.3
2017-07-30,0,0,711,13.4,19,11.5,13.7
2017-07-31,0,0,711,12.1,19.8,10.7,14.7
2017-08-01,0,0,711,12.9,21.1,11.4,15.9
2017-08-02,0,0,711,14.5,21.3,12.6,16
2017-08-03,0,0,711,15,22.4,13,16.5
2017-08-04,0,0,711,15.3,18.7,11.3,13.8
2017-08-05,0,0,714,11.8,17.3,10.9,12.7
2017-08-06,0,0,716,10.9,18.6,10.3,13.8
2017-08-07,0,0,716,12.1,20.6,10.9,15
2017-08-08,0,0,716,13.8,22.6,10.6,16.1
2017-08-09,0,0,716,14.5,23.2,13.6,17.6
2017-08-10,0,0,716,15.5,22.8,12.1,17.2
2017-08-11,0,0,719,15.4,16.3,10,13.3
2017-08-12,0,0,721,10.1,21.9,9.5,13.7
2017-08-13,0,0,721,12.5,20.1,10.8,14.9
2017-08-14,0,0,721,11.8,21,10.6,15
2017-08-15,0,0,721,11.8,16,9.3,12.4
2017-08-16,0,0,721,9.4,20.6,8.7,14.2
2017-08-17,0,0,721,13.2,22,10.7,15.4
2017-08-18,0,0,721,12.5,22.8,11,15.7
2017-08-19,0,0,721,12.7,24.2,12.3,17
2017-08-20,0,0,724,14.7,22.2,10.9,15.3
2017-08-21,0,0,726,11.4,19.9,8.6,14.1
2017-08-22,0,0,726,11.9,19.9,10,14.1
2017-08-23,0,0,726,11.4,19.8,10.6,14.8
2017-08-24,0,0,726,12.5,17.5,8.5,12.6
2017-08-25,0,0,726,11,20.8,8.8,14.5
2017-08-26,0,0,726,12.7,23.7,11.4,17
2017-08-27,0,0,726,13.9,24,12.8,18.4
2017-08-28,0,0,726,15.3,24.6,13.8,17.6
2017-08-29,0,0,726,14.2,24.1,13,17.2
2017-08-30,0,0,726,14.4,24.3,12,17.4
2017-08-31,0,0,726,16.1,23.2,12.9,16.9
2017-09-01,0,0,726,13.2,21.8,11,15.5
2017-09-02,0,0,726,12,23.1,11.5,17.3
2017-09-03,0,0,726,14.8,24.9,12.8,17.8
2017-09-04,0,0,726,14.8,25.5,13.8,19.1
2017-09-05,0,0,726,16.6,24.9,13.5,17
2017-09-06,0,0,726,14,24.1,12.9,17.1
2017-09-07,0,0,726,13.7,22.2,12.8,15.9
2017-09-08,0,0,726,13.6,20.4,9.5,14.8
2017-09-09,0,0,732,12.2,19.3,8.6,12.5
2017-09-10,0,0,737,8.7,16.7,8,12
2017-09-11,0,0,739,12.5,22.4,10.5,15
2017-09-12,0,0,742,15.2,22.6,11.9,16.7
2017-09-13,0,0,742,12.6,22.3,10.6,15.5
2017-09-14,0,0,742,12.2,17.9,9,13.5
2017-09-15,0,0,742,9.2,16.5,8.3,11.5
2017-09-16,0,0,754,8.3,16.8,5.1,10.9
2017-09-17,0,0,754,9.4,17.5,8.3,11.9
2017-09-18,0,0,754,9.2,18.6,6.7,12.3
2017-09-19,0,0,757,9.2,18.1,7.4,11.9
2017-09-20,0,0,757,9,18.5,7.4,12.3
2017-09-21,0,0,757,10.2,18.3,8,12.2
2017-09-22,0,0,757,9.9,15.3,7.8,10.6
2017-09-23,0,0,757,7.9,10.9,2.5,6.6
2017-09-24,0,0,770,2.5,9.7,-0.2,3.7
2017-09-25,0,0,770,0.5,12.2,-0.8,5.1
2017-09-26,0,0,770,3.4,13.8,2.8,8.1
2017-09-27,0,0,772,6.9,7.1,3.1,4.8
2017-09-28,0,0,775,4.3,12.4,2.8,7.1
2017-09-29,0,0,775,7.4,14.1,5.3,8.7
2017-09-30,0,0,777,7.6,15.4,6.8,10.3
2017-10-01,0,0,0,8.1,15,6.5,10.5
2017-10-02,0,0,0,8.8,13.5,5.7,8.5
2017-10-03,0,0,0,5.7,17.1,5,10.9
2017-10-04,0,0,0,11.3,19,10,13.8
2017-10-05,0,0,0,11.5,17.8,9,13.4
2017-10-06,0,0,0,9,12.8,3.5,7.9
2017-10-07,0,0,0,4.3,17.1,2.2,9.6
2017-10-08,0,0,0,9.1,16.4,2.9,10.8
2017-10-09,0,0,0,2.9,5.6,-3.9,0.3
2017-10-10,0,0,0,-3.9,11.7,-4,5.1
2017-10-11,0,0,0,6.4,16.4,4.3,10.6
2017-10-12,0,0,0,9.5,16.3,7.8,11.4
2017-10-13,0,0,0,8,15.6,6.5,10.5
2017-10-14,0,0,0,7.4,14.1,1.5,7.1
2017-10-15,0,0,0,2.7,17.4,1.8,9.1
2017-10-16,0,0,0,8.6,17.3,6.8,11.2
2017-10-17,0,0,0,8.6,17.9,5.4,11
2017-10-18,0,0,0,7.9,18.3,6.6,11.4
2017-10-19,0,0,0,9.4,13.3,7.6,9.9
2017-10-20,0,0,0,8.2,14.4,4.7,9
2017-10-21,0,0,0,4.7,7.2,-0.5,3.1
2017-10-22,0,0,0,1.8,15.1,1.6,7.5
2017-10-23,0,0,0,7.1,16,5.9,9.6
2017-10-24,0,0,0,6.9,14.4,4.1,8.5
2017-10-25,0,0,0,6.1,15.8,5.8,9.7
2017-10-26,0,0,0,6.5,14.1,3.7,8.1
2017-10-27,0,0,0,4,12.1,1,5.4
2017-10-28,0,0,0,3.6,12.9,3.4,6.7
2017-10-29,0,0,0,5.5,13.9,2.8,8.1
2017-10-30,0,0,0,6.6,10.5,5.3,7.5
2017-10-31,0,0,0,5.6,10.7,2.4,6.2
2017-11-01,0,0,0,3.5,11.6,2.3,6.1
2017-11-02,0,0,0,3.7,11.2,1.5,5.9
2017-11-03,0,0,0,3.5,11.8,2.3,6.6
2017-11-04,0,0,0,6,11.9,2.9,7.1
2017-11-05,0,0,0,3,8.8,1.7,4.6
2017-11-06,0,0,0,2.7,8.9,1.5,4.7
2017-11-07,0,0,0,3.4,5.1,0.2,3
2017-11-08,0,0,5,0.2,10.8,-2.1,3.6
2017-11-09,0,0,5,4.3,11.9,1.7,6.6
2017-11-10,0,0,5,5.4,12.8,3.9,7.5
2017-11-11,0,0,5,4.4,11.1,2.4,5.5
2017-11-12,0,0,5,2.9,13.8,2,8
